ORF,Name,YEPD_mean,YEPD_error,YEPD_cv,YEPD_dm,YEPD_note,SD_mean,SD_error,SD_cv,SD_dm,SD_note
YDR173C,ARG82,,,,,Abundance Low,,,,,Abundance Low
YDR174W,HMO1,574.5,32.88028615,19.18,2.887755143,,668.5,40.25218941,15.48,1.897795427,
YDR175C,RSM24,185,23.33986817,,,,172.5,25.32486447,14.47,-1.277869791,
YDR176W,NGG1,,,,,Abundance Low,,,,,Abundance Low
YDR177W,UBC1,263,25.13628029,17.6,-1.303602532,,119,24.128447,16.21,-0.6022814,
YDR178W,SDH4,55.5,21.30553424,,,,140.5,23.43362153,21.555,3.784185467,
YDR179C,CSN9,,,,,Abundance Low,48.31883525,21.69615269,18.685,0.544044256,
YDR180W,SCC2,,,,,Abundance Low,,,,,Abundance Low
YDR181C,SAS4,,,,,Abundance Low,,,,,Abundance Low
YDR182W,CDC1,,,,,Abundance Low,,,,,Abundance Low
YDR183W,PLP1,,,,,Abundance Low,,,,,Abundance Low
YDR184C,ATC1,,,,,Abundance Low,,,,,Abundance Low
YDR185C,,,,,,Abundance Low,,,17.565,-0.64035175,Abundance Low
YDR186C,,50.5,21.40406199,,,,,,,,Abundance Low
YDR189W,SLY1,361,27.04403347,16.09,-1.600977298,,278.8566455,26.74208494,14.435,-0.21901897,
YDR190C,RVB1,519.5,31.35962675,20.735,4.150183383,,365,30.52117569,,,
YDR191W,HST4,,,,,Abundance Low,,,,,Abundance Low
YDR193W,,,,,,Abundance Low,,,,,Abundance Low
YDR194C,MSS116,427,28.95132498,20.02,2.934591258,,421.5,31.97153137,14.755,0.550013688,
YDR195W,REF2,79,21.79605567,24.055,-1.030443695,,63,22.72386677,18.105,-0.581274236,
YDR196C,,84.5,21.88345023,29.505,4.187744958,,80.5,23.25302545,16.75,-0.985223998,
YDR197W,CBS2,,,,,Abundance Low,,,,,Abundance Low
YDR200C,VPS64,,,,,Abundance Low,,,,,Abundance Low
YDR201W,SPC19,,,,,Abundance Low,,,,,Abundance Low
YDR202C,RAV2,52,21.26127541,,,,51,21.76024355,,,
YDR204W,COQ4,,,,,Abundance Low,,,,,Abundance Low
YDR205W,MSC2,93.5,21.8273228,22.42,-2.317401287,,,,,,Abundance Low
YDR207C,UME6,45.5,21.33761787,,,,,,,,Failed QC/Abundance Low
YDR208W,MSS4,,,,,Abundance Low,59.5,22.63905957,,,
YDR210W,,159.5,23.11894593,22.95,2.031259929,,77.029702,22.28157222,17.15,-0.112768327,
YDR211W,GCD6,487,30.49786336,15.575,-1.065967105,,327.5,29.17418077,16.39,1.788565323,
YDR213W,UPC2,,,,,Abundance Low,,,,,Abundance Low
YDR214W,AHA1,812.5,39.72151721,16.105,0.626775707,,542,36.14565729,13.255,-0.531572057,
YDR216W,ADR1,,,,,Abundance Low,,,,,Failed QC/Abundance Low
YDR217C,RAD9,,,,,Abundance Low,,,,,Abundance Low
YDR219C,,56.5,21.48255883,26.11,-1.101871235,,53,22.69560692,,,
YDR221W,,64.5,21.59080533,22.59,-3.907429281,,49.5,22.42077806,,,
YDR222W,,,,,,Abundance Low,,,,,Abundance Low
YDR224C,HTB1,,,,,Failed QC,14072.79614,562.3001777,,,
YDR225W,HTA1,,,,,Abundance Low,,,18.08,-0.687361283,Abundance Low
YDR226W,ADK1,3870.5,141.3676866,10.705,-2.535149465,,3286.5,139.6503377,10.815,-1.496830435,
YDR227W,SIR4,70,21.66773232,25.255,-1.619850439,,119.5,23.83765636,16.11,-1.110991395,
YDR228C,PCF11,,,,,Failed QC,,,,,Failed QC/Abundance Low
YDR229W,IVY1,123.5,22.48290855,26.845,4.743948329,,100.5,23.67728654,16.5,-0.499637037,
YDR231C,COX20,,,,,Abundance Low,66.5,22.94654943,17.19,-0.787596358,
YDR232W,HEM1,160,23.10450101,27.21,6.381769739,,222,26.39663355,18.29,2.955389941,
YDR233C,RTN1,2599.5,98.22080143,14.735,1.104302019,,2648,114.4521258,10.945,-1.459740341,
YDR234W,LYS4,284,25.57434189,22.51,4.402211366,,1259,61.20634607,13.87,0.920743393,
YDR235W,PRP42,48,21.37458618,,,,,,,,Abundance Low
YDR236C,FMN1,,,,,Abundance Low,,,,,Abundance Low
YDR238C,SEC26,1466,60.32892367,11.46,-2.969880198,,1059.517942,52.48228506,10.79,-2.244338763,
YDR239C,,82.5,21.85011001,23.295,-1.442401287,,55,22.51494969,,,
YDR240C,SNU56,,,,,Abundance Low,,,,,Abundance Low
YDR243C,PRP28,,,,,Abundance Low,,,,,Abundance Low
YDR244W,PEX5,58,21.33839946,,,,,,,,Abundance Low
YDR245W,MNN10,132,22.42029959,20.67,-2.121397753,,161,23.86627056,16.65,-0.489980999,
YDR246W,TRS23,147.5,22.67289004,21.705,0.051675681,,116,22.92314929,17.825,-0.834822024,
YDR247W,VHS1,123,22.4723754,22.46,0.041712581,,90.5,23.47142867,16.34,-1.023755912,
YDR248C,,,,,,Abundance Low,49.2099325,22.0976831,17.505,-0.160754364,
YDR250C,,59.5,21.52272385,,,,,,,,Abundance Low
YDR251W,PAM1,,,,,Abundance Low,,,,,Abundance Low
YDR252W,BTT1,52.5,21.42937014,,,,65.15559875,21.97503737,18.185,0.651749647,
YDR253C,MET32,,,,,Abundance Low,,,,,Failed QC/Abundance Low
YDR254W,CHL4,,,,,Abundance Low,,,,,Abundance Low
YDR257C,SET7,183,23.52779062,19.695,-0.431361897,,240,26.68847394,19.845,4.680468889,
YDR258C,HSP78,233,24.50562021,26.84,7.466578548,,329.5,29.20918974,21.33,6.723661696,
YDR261C,EXG2,75,21.73815456,26.685,0.36625,,,,,,Abundance Low
YDR262W,,87,21.73307128,22.77,-2.692100932,,,,,,Abundance Low
YDR264C,AKR1,333,26.39981672,17.5,-0.416525637,,157.9243863,23.95974883,16.565,0.59524868,
YDR265W,PEX10,,,,,Abundance Low,,,,,Abundance Low
YDR266C,,115.5,22.35186672,21.705,-1.060342207,,98.5,23.36971483,17.37,0.02098239,
YDR267C,,,,,,Abundance Low,,,,,Abundance Low
YDR268W,MSW1,,,,,Abundance Low,51,22.63695624,,,
YDR270W,CCC2,65,21.59975543,27.1,0.479836495,,,,,,Abundance Low
YDR272W,GLO2,355,27.1914034,17.445,-0.250441958,,361,30.53347875,13.175,-1.197671116,
YDR275W,BSC2,,,,,Abundance Low,,,,,Abundance Low
YDR276C,PMP3,,,,,Abundance Low,,,,,Abundance Low
YDR279W,RNH202,,,,,Abundance Low,,,,,Abundance Low
YDR280W,RRP45,286.5,25.65172192,19.595,1.623313822,,217.5,26.49064575,13.47,-1.808309198,
YDR281C,PHM6,,,,,Abundance Low,,,,,Abundance Low
YDR283C,GCN2,,,,,Abundance Low,,,,,Abundance Low
YDR284C,DPP1,,,,,Abundance Low,,,,,Abundance Low
YDR288W,NSE3,,,,,Abundance Low,,,,,Abundance Low
YDR291W,,,,,,Abundance Low,,,,,Abundance Low
YDR293C,SSD1,577.5,32.93400732,18.68,2.445921111,,579.5,37.12574954,15.56,1.815951582,
YDR294C,DPL1,275.5,25.39140933,17.45,-1.051212213,,247,26.81348241,15.225,0.032927981,
YDR295C,HDA2,,,,,Abundance Low,,,,,Abundance Low
YDR296W,MHR1,226.5,24.37867142,20.235,1.078152701,,329.5,29.68628095,13.46,-1.047652304,
YDR297W,SUR2,811,39.30693157,15.995,0.38758666,,286.5,26.94974678,19.66,4.545124323,
YDR298C,ATP5,1220,52.02889466,25.515,10.87928361,,1226,58.64127037,21.63,8.678810209,
YDR299W,BFR2,361,27.33925345,17.105,-0.435407833,,184,25.33854671,16.65,0.878341813,
YDR300C,PRO1,614.5,33.9911663,15.49,-0.588548007,,401,31.72890764,14.2,-0.030495697,
YDR301W,CFT1,45,21.33213202,,,,,,,,Abundance Low
YDR302W,GPI11,431,29.05804758,15.85,-1.183295114,,358.5,30.39155532,13.235,-1.139653192,
YDR303C,RSC3,397.5,28.22082016,,,,358,30.26270101,,,
YDR304C,CPR5,112.5,22.30336878,26.315,3.849063813,,,,,,Abundance Low
YDR305C,HNT2,,,,,Abundance Low,,,,,Abundance Low
YDR307W,,132,22.62136799,22.285,0.374050564,,127,24.03299136,16.965,0.281823727,
YDR308C,SRB7,,,,,Abundance Low,53.4004535,21.79864024,18.6,0.737584717,
YDR309C,GIC2,68,21.63953778,30.655,4.62050259,,,,,,Abundance Low
YDR310C,SUM1,,,,,Abundance Low,,,,,Abundance Low
YDR311W,TFB1,57.5,21.5082177,25.3,-2.124926019,,,,,,Failed QC
YDR312W,SSF2,91.5,21.97948234,28.015,3.937214713,,52,22.69464624,,,
YDR313C,PIB1,51.5,21.2549572,,,,82,22.27746353,,,
YDR314C,,,,,,Abundance Low,,,,,Abundance Low
YDR316W,OMS1,,,,,Abundance Low,,,,,Abundance Low
YDR318W,MCM21,,,,,Abundance Low,,,,,Abundance Low
YDR319C,,,,,,Abundance Low,,,,,Abundance Low
YDR320C,SWA2,118.5,22.39935559,22.28,0.113264799,,103,23.50247593,17.405,0.197742243,
YDR320C-A,DAD4,128,22.55515613,22.59,0.124063813,,110.2645015,22.82452317,17.08,0.611900138,
YDR322C-A,TIM11,80,21.80955109,26.56,1.864270357,,103.0739805,22.73932621,18.245,1.758393532,
YDR322W,MRPL35,183.5,23.5326634,20.115,0.023854125,,175,25.39181141,15.255,-0.481115221,
YDR323C,PEP7,,,,,Abundance Low,,,,,Abundance Low
YDR324C,UTP4,211,24.05929113,18.265,-1.090429444,,124,23.89965607,16.54,-0.26117016,
YDR325W,YCG1,,,,,Abundance Low,,,,,Abundance Low
YDR326C,,,,,,Abundance Low,,,,,Abundance Low
YDR328C,SKP1,375,27.66902763,16.1,-1.495075084,,305.9961845,27.40725313,14.76,0.256833151,
YDR329C,PEX3,71,21.68177463,32.915,6.59625,,76,22.19713142,,,
YDR330W,UBX5,106.5,22.20862995,23.265,-0.058,,275,27.66460705,15.62,0.734168265,
YDR331W,GPI8,225.5,24.10124156,18.525,-0.903133241,,142.5,23.46020111,18.32,0.754393391,
YDR332W,,,,,,Abundance Low,,,,,Abundance Low
YDR333C,,,,,,Abundance Low,,,,,Abundance Low
YDR334W,SWR1,,,,,Abundance Low,,,,,Abundance Low
YDR335W,MSN5,171,23.32042691,20.785,0.044761411,,130,24.07996412,15.83,-0.722961852,
YDR337W,MRPS28,,,,,Abundance Low,,,,,Abundance Low
YDR338C,,,,,,Abundance Low,,,,,Abundance Low
YDR343C,HXT6,3384.5,124.3564694,22.175,8.831562779,,3095.5,130.0822571,,,
YDR344C,,,,,,Abundance Low,,,,,Abundance Low
YDR345C,HXT3,3521,129.0206719,18.03,4.72939011,,3056.5,128.0647616,14.46,2.102859357,
YDR346C,SVF1,1241.5,53.0713861,12.495,-2.196970072,,773.5,43.57806912,13.245,-0.162694237,
YDR347W,MRP1,226.5,24.38756311,,,,214,26.39747795,14.59,-0.789557729,
YDR348C,,,,,,Failed QC,181.5,25.26307932,15.215,-0.599209902,
YDR349C,YPS7,47,21.36162458,,,,,,,,Abundance Low
YDR350C,TCM10,,,,,Failed QC/Abundance Low,,,,,Failed QC/Abundance Low
YDR352W,,248.5,24.84679263,22.41,3.659803702,,173,25.35054035,14.515,-1.180686903,
YDR353W,TRR1,2484.5,94.34882326,12.76,-0.923309821,,1875,83.55004625,12.805,0.101445329,
YDR354W,TRP4,109,22.24915741,26.785,3.993602247,,517,35.24555992,13.88,0.028248135,
YDR356W,SPC110,,,,,Failed QC,,,,,Failed QC/Abundance Low
YDR357C,,,,,,Abundance Low,,,17.07,-1.43681957,Abundance Low
YDR358W,GGA1,73,21.70974969,28.55,2.784163225,,119.5,23.80428832,18.875,2.028980968,
YDR361C,BCP1,355,27.19501746,16.86,-0.705460088,,224.5,26.64441383,15.6,0.399952046,
YDR362C,TFC6,,,,,Abundance Low,,,,,Abundance Low
YDR363W,ESC2,,,,,Abundance Low,,,,,Abundance Low
YDR363W-A,SEM1,987,45.0368831,12.755,-2.324214141,,744.2520355,41.35429644,11.39,-1.996999785,
YDR364C,CDC40,108,22.23480373,,,,,,,,Failed QC/Abundance Low
YDR365C,ESF1,404.5,28.4145818,26.365,9.523926458,,,,,,Failed QC
YDR367W,,244,24.72670311,19.9,0.950787391,,184.5,25.6326606,14.765,-0.815646679,
YDR368W,YPR1,385.5,27.92364739,19.54,2.147671029,,264,27.71151186,15.345,0.385182666,
YDR369C,XRS2,,,,,Abundance Low,,,,,Abundance Low
YDR370C,,,,,,Abundance Low,,,,,Abundance Low
YDR371W,CTS2,,,,,Failed QC,,,,,Failed QC
YDR372C,VPS74,234.5,24.52900319,18.635,-0.497018712,,232.5,26.9322724,14.005,-1.151767442,
YDR373W,FRQ1,143,22.5964855,25.005,3.052676827,,87.5,22.40068921,,,
YDR375C,BCS1,,,,,Abundance Low,52,21.77068508,,,
YDR376W,ARH1,,,,,Abundance Low,,,,,Abundance Low
YDR377W,ATP17,214,23.87415537,27.135,7.688379574,,344.0201173,28.39067271,18.09,3.878275074,
YDR379C-A,,,,,,Abundance Low,,,,,Abundance Low
YDR379W,RGA2,50,21.23621569,,,,52.5,22.49309087,,,
YDR380W,ARO10,45,21.33391891,,,,,,,,Abundance Low
YDR381W,YRA1,4931,177.692226,,,,3782,157.4210318,13.81,1.60639309,
YDR382W,RPP2B,8027.5,283.7645736,10.215,-2.428115985,,6067.114968,248.1281711,10.15,-1.848151066,
YDR384C,ATO3,158,23.06845887,24.145,3.361073002,,72.5,23.08683051,17.395,-0.486202314,
YDR385W,EFT2,8764,309.5099658,14.545,1.956296518,,4113.5,170.4285088,14.805,2.625311516,
YDR388W,RVS167,444.5,29.39628978,16.07,-0.878479908,,463,33.25837473,13.305,-0.693690368,
YDR389W,SAC7,101,22.12545454,21.145,-2.826191067,,110,23.64839731,16.815,-0.16017987,
YDR390C,UBA2,87.5,21.919892,22.285,-2.369444444,,73.5,22.87280236,17.82,-0.363686529,
YDR391C,,68.5,21.64640413,30.93,3.787287575,,87,23.396243,19.035,1.611205829,
YDR392W,SPT3,,,,,Abundance Low,,,,,Abundance Low
YDR394W,RPT3,131,22.60806736,22.42,0.708897501,,111,23.89030622,20.025,3.393030663,
YDR395W,SXM1,491.5,30.61689108,16.92,0.273838413,,266.5,27.48014807,15.41,0.443534194,
YDR397C,NCB2,302.5,26.03024198,17.25,-0.906890526,,321.676415,27.99010743,13.53,-0.910136046,
YDR398W,UTP5,407.5,28.15659594,16.35,-0.890021346,,213,25.991945,16.385,0.944734857,
YDR399W,HPT1,1615,65.31304468,13.44,-0.817048625,,1287,62.29484531,11.835,-1.086329287,
YDR400W,URH1,89,21.94204018,23.335,-1.360729643,,,,,,Abundance Low
YDR404C,RPB7,584,33.12495069,,,,546.4013945,34.58649634,,,
YDR405W,MRP20,113,22.31331437,22.235,-0.4278707,,157.5,24.99753413,15.325,-0.5650307,
YDR407C,TRS120,,,,,Abundance Low,,,,,Abundance Low
YDR408C,ADE8,408,28.4763418,17.25,0.076766868,,656.5,39.95242694,14.145,0.602325741,
YDR409W,SIZ1,,,,,Abundance Low,,,,,Abundance Low
YDR410C,STE14,59,21.35296519,,,,97.5,22.55756305,,,
YDR411C,DFM1,97.5,22.06996956,22.74,-0.830098162,,147,24.69157817,15.795,-0.354927831,
YDR412W,,115.5,22.36838213,21.525,-0.989205117,,49.5,22.64528626,,,
YDR414C,ERD1,,,,,Abundance Low,,,,,Abundance Low
YDR416W,SYF1,,,,,Abundance Low,,,,,Abundance Low
YDR418W,RPL12B,5767,206.3826223,9.875,-2.996006601,,3942.271794,162.1608837,10.72,-1.440165068,
YDR419W,RAD30,,,,,Abundance Low,,,,,Abundance Low
YDR421W,ARO80,,,,,Abundance Low,,,,,Abundance Low
YDR422C,SIP1,,,,,Abundance Low,50,22.44541661,,,
YDR423C,CAD1,,,,,Abundance Low,,,,,Abundance Low
YDR424C,DYN2,,,,,Abundance Low,84.169241,22.30637566,16.77,-0.133636364,
YDR425W,SNX41,,,,,Abundance Low,53,22.47637595,,,
YDR427W,RPN9,1028,46.31222757,14.18,-0.825880435,,1108.5,56.24892748,9.99,-3.055228436,
YDR429C,TIF35,,,,,Abundance Low,,,,,Abundance Low
YDR430C,CYM1,139,22.74046163,21.875,0.163897501,,113,23.71612532,17.05,0.07482013,
YDR432W,NPL3,4298.5,156.3355192,12.14,-0.976478112,,2933,123.4593376,,,
YDR434W,GPI17,190.5,23.66587519,22.105,1.990423973,,142,24.36776263,19.675,3.348226301,
YDR436W,PPZ2,,,,,Abundance Low,,,,,Abundance Low
YDR437W,,,,,,Abundance Low,,,,,Abundance Low
YDR439W,LRS4,,,,,Abundance Low,,,,,Abundance Low
YDR440W,DOT1,,,,,Abundance Low,,,,,Abundance Low
YDR441C,APT2,88,21.92743113,24.14,0.272771121,,,,,,Abundance Low
YDR443C,SSN2,,,,,Abundance Low,,,,,Failed QC/Abundance Low
YDR444W,,,,,,Abundance Low,,,,,Abundance Low
YDR447C,RPS17B,4988,180.1995972,12.245,-0.735737309,,3752,157.4707967,9.815,-2.409618815,
YDR448W,ADA2,59,21.51739592,24.58,-2.562712425,,65.5,22.91441916,16.51,-1.829743913,
YDR449C,UTP6,280,25.48718234,18.005,-0.329577822,,150,24.78965027,16.5,0.439081261,
YDR450W,RPS18A,166,23.21167581,20.17,-0.415085213,,91,23.46995785,16.305,-0.902257757,
YDR451C,YHP1,,,,,Abundance Low,,,,,Abundance Low
YDR452W,PPN1,,,,,Abundance Low,,,,,Abundance Low
YDR453C,TSA2,131.5,22.61408653,33.77,11.39875435,,127.4856588,23.12605201,23.16,6.907852943,
YDR454C,GUK1,806.5,39.55701147,14.39,-1.129551208,,633.051224,37.40030876,14.075,0.533111771,
YDR456W,NHX1,121,22.24111138,22.66,-0.515963757,,98,22.59229512,,,
YDR457W,TOM1,,,,,Abundance Low,48.5,22.80425018,,,
YDR458C,,46,21.34678573,,,,,,,,Abundance Low
YDR460W,TFB3,58.5,21.52050981,,,,,,,,Abundance Low
YDR461W,MFA1,2197.5,84.44953211,27.62,13.67991047,,,,,,Failed QC
YDR462W,MRPL28,177.5,23.42103241,20.94,0.502630807,,199.689822,24.78347947,14.32,-0.933095782,
YDR463W,STP1,,,,,Abundance Low,,,,,Abundance Low
YDR464W,SPP41,,,,,Abundance Low,,,,,Abundance Low
YDR465C,RMT2,184.5,23.55361117,21.9,1.832097581,,87,23.36186115,16.74,-0.565433099,
YDR469W,SDC1,,,,,Abundance Low,,,,,Abundance Low
YDR471W,RPL27B,3454.5,127.3377298,12.38,-0.938837375,,2512,109.443447,10.375,-2.067756494,
YDR472W,TRS31,139,22.53694086,22.26,0.389944138,,,,,,Abundance Low
YDR473C,PRP3,,,,,Abundance Low,49.5,22.62467543,,,
YDR474C,,,,,,Abundance Low,,,,,Abundance Low
YDR476C,,107,22.21647325,27.62,4.113106903,,63,22.90531738,18.55,0.140075693,
YDR477W,SNF1,272.5,25.33180377,17.44,-1.139195044,,310.5,28.47784042,14.81,0.090041781,
YDR478W,SNM1,,,,,Abundance Low,,,,,Abundance Low
YDR479C,PEX29,,,,,Abundance Low,69,22.79548374,17.52,-1.087752454,
YDR480W,DIG2,,,,,Abundance Low,,,,,Abundance Low
YDR481C,PHO8,58.5,21.35303492,,,,,,,,Abundance Low
YDR482C,CWC21,70.5,21.67522177,25.03,-1.590163505,,,,,,Abundance Low
YDR483W,KRE2,204,23.68303357,22.215,2.260599191,,,,,,Abundance Low
YDR484W,VPS52,66.5,21.45002556,,,,106.5,22.81161846,,,
YDR485C,VPS72,,,,,Abundance Low,,,,,Abundance Low
YDR486C,VPS60,136,22.68972305,24.035,2.164944138,,107,23.802858,16.4,-0.539071348,
YDR487C,RIB3,449,29.5256305,17.745,0.823960495,,615.5,38.71986272,13.055,-0.590064825,
YDR492W,IZH1,,,,,Abundance Low,,,,,Failed QC/Abundance Low
YDR493W,FMP36,,,,,Abundance Low,,,,,Abundance Low
YDR495C,VPS3,,,,,Abundance Low,,,,,Abundance Low
YDR496C,PUF6,735,37.45100531,14.9,-0.766810524,,374.5,30.57919361,14.46,0.077380714,
YDR497C,ITR1,494.5,30.36496503,20.075,3.228120574,,1283.5,61.44991316,16.72,3.744078368,
YDR498C,SEC20,,,,,Abundance Low,55.5,21.83725632,,,
YDR499W,LCD1,,,,,Abundance Low,,,,,Abundance Low
YDR500C,RPL37B,2820.5,105.6069199,11.705,-1.822421929,,2236,98.59752457,9.84,-2.674084577,
YDR502C,SAM2,1372,57.3471015,21.4,6.906578947,,1560.5,72.87176135,21.835,9.082890802,
YDR503C,LPP1,44.5,21.16827404,,,,55.5,21.82535067,,,
YDR505C,PSP1,75.5,21.74485281,22.47,-2.943319781,,,,,,Failed QC
YDR507C,GIN4,153.5,22.9890424,22.255,1.163372899,,92,23.15880103,18.76,0.859849852,
YDR508C,GNP1,2635.5,98.91840649,11.915,-1.715697981,,3452.69929,143.601335,12.58,0.346469298,
YDR510W,SMT3,1136,49.31197172,12.16,-2.67282903,,922.3681123,47.33702283,11.735,-1.398975759,
YDR511W,ACN9,,,,,Abundance Low,61.31883525,21.93052903,17.895,0.159776002,
YDR513W,TTR1,62,21.56434707,26.37,-1.20182337,,,,,,Abundance Low
YDR514C,,,,,,Abundance Low,,,,,Abundance Low
YDR515W,SLF1,118,22.39218814,22.865,0.563206748,,73,23.12988655,17.98,0.262354448,
YDR516C,EMI2,101,21.94916466,34.995,10.25759871,,79.5,22.99612029,22.01,4.090738908,
YDR517W,GRH1,316,26.28752545,16.865,-1.051525637,,245,27.21690051,13.49,-1.530969114,
YDR519W,FPR2,51.5,21.41563514,,,,52.5,21.83156782,,,
YDR520C,,,,,,Abundance Low,,,,,Abundance Low
YDR523C,SPS1,,,,,Abundance Low,,,,,Abundance Low
YDR524C,AGE1,115,22.34316459,23.25,0.68689222,,,,,,Abundance Low
YDR525W-A,SNA2,1155,50.37041507,14.955,0.155805862,,685.0339948,40.39175312,,,
YDR527W,RBA50,124,22.48893473,22.45,0.305292768,,102,23.7113556,16.01,-0.79117016,
YDR528W,HLR1,48,21.371242,,,,,,,,Abundance Low
YDR529C,QCR7,783.5,38.85314245,22.775,7.237538176,,1381.5,64.17398644,18.395,5.486981194,
YDR530C,APA2,,,,,Abundance Low,,,,,Abundance Low
YDR531W,,66,21.61136159,22.615,-3.150836775,,97,23.60401547,16.575,-0.52569101,
YDR532C,,,,,,Abundance Low,,,,,Abundance Low
YDR533C,HSP31,,,,,Abundance Low,147.5,24.70814906,22.955,6.872283477,
YDR538W,PAD1,,,,,Abundance Low,,,,,Abundance Low
YDR539W,,58,21.50238757,30.875,3.663128765,,63.5,22.66115976,,,
YDR540C,,,,,,Abundance Low,,,,,Abundance Low
YEL001C,,820.5,39.5850007,17.445,1.938102625,,525,34.02494245,16.44,2.385572882,
YEL002C,WBP1,760,38.15568535,15.09,-0.537854524,,616,36.93682393,12.245,-1.537327767,
YEL003W,GIM4,86.5,21.72417611,26.715,1.103454685,,61.495714,21.92526144,17.99,0.289790942,
YEL005C,VAB2,,,,,Abundance Low,,,,,Abundance Low
YEL006W,,,,,,Abundance Low,,,,,Abundance Low
YEL007W,,225.5,24.3462039,19.945,0.669064383,,255,27.191139,15.745,0.626371416,
YEL008W,,,,,,Abundance Low,,,,,Abundance Low
YEL009C,GCN4,,,,,Abundance Low,,,,,Abundance Low
YEL011W,GLC3,,,,,Abundance Low,78.5,23.0264579,23.66,5.560995743,
YEL012W,UBC8,60.5,21.53594805,27.65,0.297042691,,75.5,23.18261106,16.13,-1.309081695,
YEL013W,VAC8,512,30.82457881,16.56,-0.052667637,,458.5,31.98746703,14.47,0.220373283,
YEL014C,,132.5,22.42525365,23.045,0.766067656,,57.30184125,21.84460548,18.035,0.172584717,
YEL015W,EDC3,154,22.99791453,22.34,1.511769739,,148.5,24.54980441,16.175,-0.052991991,
YEL017C-A,PMP2,5068.5,182.4491991,10.935,-2.056767339,,3451.5,143.8869642,12.74,0.456435735,
YEL017W,GTT3,,,,,Abundance Low,73.5,23.09492083,16.355,-1.433830607,
YEL018W,EAF5,,,,,Abundance Low,,,,,Abundance Low
YEL019C,MMS21,62,21.56177819,27.235,0.16055015,,,,,,Abundance Low
YEL020C,,,,,,Abundance Low,,,,,Abundance Low
YEL022W,GEA2,263.5,25.13423053,17.84,-0.739195044,,166.5,25.51991544,,,
YEL024W,RIP1,119.5,22.22716787,27.915,5.277319255,,353.5,29.04528712,18.14,3.384207603,
YEL025C,,,,,,Abundance Low,,,,,Abundance Low
YEL027W,CUP5,2158,83.00168117,12.72,-1.140921873,,1621.5,73.69210771,,,
YEL029C,BUD16,,,,,Abundance Low,,,,,Abundance Low
YEL031W,SPF1,1279.5,54.28578884,11.465,-3.174462232,,916.626374,47.87207075,12.68,-0.501667544,
YEL036C,ANP1,133.5,22.43988365,21.05,-1.344691466,,63,21.96883098,,,
YEL037C,RAD23,66.5,21.62873161,26.805,0.658755753,,,,,,Abundance Low
YEL038W,UTR4,93.5,22.00954175,24.675,0.413398787,,56,22.78182622,17.77,-0.61630011,
YEL039C,CYC7,,,,,Abundance Low,81.5,22.2941738,,,
YEL040W,UTR2,684,35.96645432,14.415,-1.463884905,,749,43.30493263,11.89,-1.542384794,
YEL042W,GDA1,80.5,21.64242769,23.505,-3.304986479,,,,,,Abundance Low
YEL043W,,66,21.61177499,24.08,-2.478425218,,60,22.62760462,,,
YEL044W,IES6,,,,,Failed QC,235.8430033,25.57268851,,,
YEL046C,GLY1,7490,266.9224654,11.24,-1.447127488,,6170.5,252.440474,11.01,-0.989079054,
YEL047C,,651,35.039677,16.54,0.537389382,,640.5,39.43237023,14.485,0.842618901,
YEL048C,,72,21.69520387,25.745,-0.020836775,,,,,,Abundance Low
YEL050C,RML2,,,,,Abundance Low,,,,,Abundance Low
YEL051W,VMA8,978,44.54981542,12.11,-3.049070707,,720.5,40.35152491,14.855,1.265310998,
YEL052W,AFG1,111,22.27984214,25.365,2.246353596,,129.5,24.09047276,17.255,0.749688993,
YEL053C,MAK10,,,,,Abundance Low,,,,,Abundance Low
YEL054C,RPL12A,1248,53.3910718,13.005,-1.650843089,,1096.96696,54.57917161,11.03,-1.952018546,
YEL055C,POL5,172,23.33597611,20.25,-0.059050083,,70.5,22.86445462,19.005,0.547115798,
YEL058W,PCM1,70.5,21.67461721,39.155,12.53483649,,87,23.13249152,34.845,16.50525609,
YEL059C-A,SOM1,,,,,Abundance Low,,,,,Abundance Low
YEL060C,PRB1,169.5,23.28329927,26.23,5.386862848,,118,23.78103613,19.725,3.062481017,
YEL061C,CIN8,,,,,Abundance Low,,,,,Abundance Low
YEL062W,NPR2,,,,,Abundance Low,,,,,Failed QC/Abundance Low
YEL063C,CAN1,651.5,34.65296798,13.815,-2.175305875,,1008.5,50.92768945,13.64,0.420975278,
YEL065W,SIT1,147.5,22.71320537,46.615,24.99966227,,,,,,Abundance Low
YEL066W,HPA3,96.5,22.05447303,25.2,0.335203758,,,,,,Failed QC
YEL071W,DLD3,1188.5,51.38042621,20.105,5.337085695,,2404.5,105.8312229,16.64,4.155864805,
YEL073C,,,,,,Abundance Low,,,,,Abundance Low
YER001W,MNN1,90.5,21.96430161,26.145,1.691388248,,98.7814955,22.59317331,16.315,-0.237961852,
YER002W,NOP16,351,27.10249962,16.5,-1.155595534,,286.5,28.42572431,13.9,-0.798443588,
YER003C,PMI40,704.5,36.5312792,15.69,-0.1807667,,525.5,35.66214607,15.02,1.165950069,
YER004W,FMP52,162.5,23.15544967,22.815,1.911524863,,128.5,24.33240618,16.405,0.000163832,
YER005W,YND1,,,,,Abundance Low,,,,,Abundance Low
YER006W,NUG1,559,32.42543562,17.675,1.451093807,,322.5,28.90824403,15.43,0.793782368,
YER007C-A,,434.5,29.1455538,17.2,0.204872658,,259.5,27.61248159,16.085,1.170746453,
