ORF,Name,YEPD_mean,YEPD_error,YEPD_cv,YEPD_dm,YEPD_note,SD_mean,SD_error,SD_cv,SD_dm,SD_note
YLR075W,RPL10,5841,208.9244987,12.44,-0.417382587,,4080.5,170.8555388,9.305,-2.883248521,
YLR079W,SIC1,,,,,Abundance Low,,,,,Abundance Low
YLR080W,EMP46,,,,,Abundance Low,,,,,Abundance Low
YLR082C,SRL2,,,,,Failed QC/Abundance Low,,,,,Abundance Low
YLR083C,EMP70,878.5,41.32791886,14.06,-1.295582912,,343.1220813,28.47323443,16.05,1.675346808,
YLR084C,RAX2,282.5,25.56738891,19.535,0.909121501,,150.5,24.57651251,17.66,1.540287397,
YLR085C,ARP6,,,,,Abundance Low,,,,,Abundance Low
YLR086W,SMC4,63.5,21.58269326,25.38,-1.762712425,,57.5,22.88118156,,,
YLR088W,GAA1,130,31.37463565,,,,98,22.68257666,,,
YLR090W,XDJ1,66.5,21.61826443,26.78,-0.160537203,,72.5,23.1034184,17.165,-0.605814533,
YLR091W,,,,,,Abundance Low,,,,,Abundance Low
YLR093C,NYV1,,,,,Abundance Low,,,,,Abundance Low
YLR094C,GIS3,,,,,Abundance Low,,,,,Abundance Low
YLR095C,IOC2,74.5,21.73422232,24.46,-1.253851609,,48,22.38433184,,,
YLR096W,KIN2,49,21.38313932,,,,86.47872,22.41148337,17.22,0.145070394,
YLR098C,CHA4,,,,,Abundance Low,,,,,Abundance Low
YLR100W,ERG27,349,27.05950106,17.97,0.314404466,,197.5,25.95949631,15.08,-0.428725662,
YLR102C,APC9,,,,,Abundance Low,,,,,Abundance Low
YLR103C,CDC45,46,21.34678573,,,,,,,,Abundance Low
YLR105C,SEN2,,,,,Abundance Low,,,,,Abundance Low
YLR106C,MDN1,147,22.670854,23.39,0.572367624,,,,,,Failed QC
YLR107W,REX3,,,,,Abundance Low,,,,,Abundance Low
YLR108C,,98,22.07729558,25.205,2.029036243,,,,,,Abundance Low
YLR109W,AHP1,22181.5,772.2056295,15.535,3.408929472,,17974.15049,714.326706,13.42,1.74743933,
YLR110C,CCW12,15061,526.5987299,16.87,4.567284866,,18226,723.1486262,15.54,3.855792521,
YLR113W,HOG1,400.5,28.32367135,16.935,-0.374157473,,379.5,31.16787785,13.115,-1.183186722,
YLR114C,,198,23.80698693,17.4,-2.360794045,,200.5,25.59266978,15.475,-0.13222774,
YLR115W,CFT2,53.5,21.44570721,,,,62,22.70811858,,,
YLR116W,MSL5,100,22.10886543,22.84,-0.635655836,,85.5,23.39284799,16.515,-1.066973018,
YLR117C,CLF1,,,,,Abundance Low,,,,,Abundance Low
YLR118C,,80.5,21.8203769,28.65,3.654104123,,70.5,23.1137712,16.82,-1.137981771,
YLR120C,YPS1,,,,,Abundance Low,,,,,Abundance Low
YLR121C,YPS3,50.5,21.40255924,,,,,,,,Abundance Low
YLR126C,,,,,,Abundance Low,,,,,Abundance Low
YLR127C,APC2,,,,,Abundance Low,,,,,Abundance Low
YLR129W,DIP2,,,,,Abundance Low,,,,,Abundance Low
YLR130C,ZRT2,143,22.80699734,31.495,9.991152056,,66,22.03048401,,,
YLR131C,ACE2,,,,,Abundance Low,,,,,Abundance Low
YLR132C,,,,,,Abundance Low,,,,,Abundance Low
YLR133W,CKI1,112,22.29568961,23.065,0.427319255,,,,,,Failed QC
YLR134W,PDC5,71,21.68243393,45.35,18.85257072,,,,,,Failed QC/Abundance Low
YLR135W,SLX4,,,,,Abundance Low,,,,,Abundance Low
YLR136C,TIS11,,,,,Abundance Low,,,,,Abundance Low
YLR138W,NHA1,110,22.26532098,23.97,1.152367624,,130.89375,23.31600933,15.36,-0.737413724,
YLR139C,SLS1,,,,,Abundance Low,,,,,Abundance Low
YLR141W,RRN5,,,,,Abundance Low,,,,,Abundance Low
YLR142W,PUT1,,,,,Abundance Low,,,,,Abundance Low
YLR143W,,61,21.54317918,25.16,-2.264926019,,,,,,Abundance Low
YLR144C,ACF2,49.5,21.39097902,,,,52,22.46802538,,,
YLR145W,RMP1,,,,,Abundance Low,,,,,Abundance Low
YLR146C,SPE4,51.5,21.41680323,,,,,,,,Abundance Low
YLR148W,PEP3,81,21.82445737,26.75,1.754104123,,113.152247,22.90462047,16.065,-0.244902098,
YLR149C,,,,,,Abundance Low,,,,,Abundance Low
YLR150W,STM1,6740.5,239.7126463,15.07,2.316955572,,4121.5,172.2668131,11.29,-0.884021437,
YLR153C,ACS2,3521,129.4735885,14.63,1.309541735,,3037,128.5592504,13.615,1.278128215,
YLR154C,RNH203,,,,,Abundance Low,,,,,Abundance Low
YLR163C,MAS1,130,22.58806219,25.015,3.144944138,,227,26.66441668,14.405,-0.751767442,
YLR166C,SEC10,181.5,23.26557728,19.335,-1.06329656,,179.0469313,24.29678545,14.495,-0.898333333,
YLR168C,,59.5,21.52488233,30.26,2.835073981,,105.5,23.8830913,17.395,0.560294842,
YLR172C,DPH5,354.5,27.19158959,17.83,0.264539912,,222,26.61042867,16.075,0.894802035,
YLR175W,CBF5,1151.5,50.20516936,19.425,4.705146155,,750,42.5782753,13.57,0.114867011,
YLR176C,RFX1,,,,,Abundance Low,,,,,Abundance Low
YLR177W,,,,,,Abundance Low,53.5,22.50910551,,,
YLR178C,TFS1,,,,,Abundance Low,58,22.82072117,19.655,0.887638717,
YLR179C,,563.5,32.55338975,17.17,0.813073541,,457.183589,31.71171533,,,
YLR180W,SAM1,4914,177.0998561,12.12,-0.887606075,,3675.5,155.9105672,14.255,2.020583742,
YLR181C,VTA1,85.5,21.88998157,23.295,-1.04238838,,71,23.07844102,16.14,-1.666996608,
YLR182W,SWI6,87,21.91466062,24.485,-0.510895877,,74.5,22.88608291,19.215,0.732772106,
YLR183C,TOS4,,,,,Abundance Low,,,,,Abundance Low
YLR185W,RPL37A,3501.5,128.7809915,10.665,-2.64061515,,2728.5,117.4118013,9.83,-2.572811374,
YLR186W,EMG1,158.5,23.08062971,23.915,2.758143896,,120,24.09988746,17.72,0.91882984,
YLR187W,SKG3,72,21.70220355,23.885,-2.040243126,,95.5,23.32663122,16.86,-0.548619193,
YLR188W,MDL1,,,,,Abundance Low,55.805193,21.87585955,17.875,-0.308686529,
YLR189C,ATG26,,,,,Abundance Low,,,,,Abundance Low
YLR190W,MMR1,71,21.6844117,23.675,-1.787100932,,,,,,Abundance Low
YLR191W,PEX13,,,,,Abundance Low,,,,,Abundance Low
YLR192C,HCR1,831.5,40.39805757,13.705,-1.722357443,,599,38.18564356,12.23,-1.484249082,
YLR193C,,,,,,Abundance Low,108.7984895,22.8335452,15.525,-0.989738608,
YLR194C,,117,22.37523777,27.015,4.803801634,,56,22.74245871,23.45,4.790177976,
YLR195C,NMT1,,,,,Abundance Low,,,,,Abundance Low
YLR196W,PWP1,862.5,41.3545223,14.635,-0.678417568,,598.5,37.4834983,13.755,0.018000998,
YLR197W,SIK1,1526,62.29402608,,,,,,,,Failed QC
YLR199C,,,,,,Failed QC,,,,,Abundance Low
YLR200W,YKE2,256.5,24.72345098,20.635,1.56000676,,137.5,23.69752981,16.56,-0.464409784,
YLR201C,FMP53,51.5,21.41813812,,,,75.5,23.16426862,18.03,0.091462501,
YLR203C,MSS51,265,25.16742094,19.545,0.939239013,,312.5,29.0902275,17.06,2.50410558,
YLR204W,QRI5,,,,,Abundance Low,,,,,Abundance Low
YLR206W,ENT2,167.5,23.2397699,19.895,-0.845238589,,184,25.3136794,15.945,0.249313097,
YLR208W,SEC13,,,,,Failed QC,1044,52.74690976,,,
YLR210W,CLB4,,,,,Abundance Low,,,,,Abundance Low
YLR211C,,,,,,Abundance Low,,,,,Abundance Low
YLR212C,TUB4,254.5,24.95514884,21.825,2.921397468,,170.5,25.29538462,,,
YLR215C,CDC123,61.5,21.54960636,23.505,-3.240928289,,,,,,Abundance Low
YLR216C,CPR6,1053,47.0986524,19.095,4.119612631,,983,51.68039799,13.52,0.367372681,
YLR218C,,76,21.75198712,27.32,1.708454685,,100.635253,22.61461941,18.02,1.367721855,
YLR219W,MSC3,113.5,22.32061389,20.68,-1.907801116,,142,24.3194174,16.835,0.473971545,
YLR220W,CCC1,,,,,Abundance Low,,,,,Abundance Low
YLR221C,RSA3,225,24.33677091,18.08,-1.144235161,,134,24.45205967,15.215,-1.103316879,
YLR222C,UTP13,426,28.92738837,15.58,-1.466190476,,,,,,Failed QC
YLR223C,IFH1,,,,,Abundance Low,,,,,Abundance Low
YLR225C,,117,22.37835207,24.875,2.135536291,,79,23.22386616,16.93,-0.840814533,
YLR226W,BUR2,81,21.82623125,,,,56,22.75336194,16.61,-1.89681957,
YLR228C,ECM22,,,,,Abundance Low,,,,,Abundance Low
YLR231C,BNA5,49.5,21.38947536,,,,96.5,23.60967903,23.075,5.894928069,
YLR234W,TOP3,,,,,Abundance Low,,,,,Abundance Low
YLR237W,THI7,87.5,21.73774356,37.095,12.05454969,,,,,,Abundance Low
YLR239C,LIP2,,,,,Abundance Low,,,,,Abundance Low
YLR240W,VPS34,92,21.81065713,24.195,-0.626928317,,177.965313,24.24411133,,,
YLR244C,MAP1,978,44.7580918,15.17,0.072447278,,704.5,41.64758526,13.31,-0.186150791,
YLR245C,CDD1,118.5,22.40222724,22.165,-0.277035115,,152.6795315,23.72020073,15.3,-0.345275247,
YLR247C,,,,,,Abundance Low,,,,,Abundance Low
YLR248W,RCK2,268,25.22807597,17.55,-1.055760987,,262.5,27.18243885,15.49,0.430141915,
YLR249W,YEF3,26319.5,915.0406899,16.315,4.255679681,,16563,661.1699336,11.28,-0.428719248,
YLR250W,SSP120,167,23.2479827,20.165,-0.37908685,,213,26.51503547,13.975,-1.25334881,
YLR253W,,,,,,Abundance Low,70,22.79526591,17.485,-1.148649731,
YLR254C,,,,,,Abundance Low,83.0739805,22.30673721,15.92,-1.142175646,
YLR257W,,705.5,36.66560941,19.64,3.858804719,,883.5,48.0186356,12.77,-0.498229497,
YLR258W,GSY2,278.5,25.46313543,35.585,16.58934212,,623.5,38.44426531,19.455,5.817071882,
YLR259C,HSP60,,,,,Abundance Low,,,,,Abundance Low
YLR260W,LCB5,,,,,Abundance Low,,,,,Abundance Low
YLR262C,YPT6,403.5,28.06370374,16.305,-0.985728416,,324,27.9396123,,,
YLR262C-A,,630.5,34.4344092,14.665,-1.313098038,,385.4928328,29.89096599,17.48,3.203683786,
YLR263W,RED1,,,,,Abundance Low,,,,,Abundance Low
YLR264W,RPS28B,311,26.17888227,17.24,-0.767519556,,230.8190705,25.69634759,15.18,0.179748681,
YLR265C,NEJ1,,,,,Abundance Low,,,,,Abundance Low
YLR266C,PDR8,,,,,Abundance Low,,,,,Abundance Low
YLR268W,SEC22,98,21.89406267,23.73,-0.645785475,,,,,,Abundance Low
YLR270W,DCS1,85.5,21.89134202,27.605,2.564549695,,177.5,25.47961191,16.4,0.675547873,
YLR271W,,,,,,Failed QC/Abundance Low,,,,,Abundance Low
YLR272C,YCS4,,,,,Abundance Low,,,,,Failed QC
YLR275W,SMD2,,,,,Failed QC/Abundance Low,,,,,Failed QC/Abundance Low
YLR277C,YSH1,69,21.65700897,22.66,-2.951545315,,,,,,Abundance Low
YLR278C,,,,,,Abundance Low,,,,,Abundance Low
YLR281C,,,,,,Abundance Low,,,,,Abundance Low
YLR283W,,,,,,Abundance Low,,,,,Abundance Low
YLR285W,NNT1,249,24.82718791,22.565,3.863901615,,239.5,27.0760638,18.62,3.599030886,
YLR286C,CTS1,194,23.73120932,,,,112.5,23.6514209,18.855,0.935738908,
YLR287C,,268,25.22843011,17.815,-0.731393811,,191,25.78938665,14.205,-1.293740325,
YLR287C-A,RPS30A,3543.5,130.2294711,12.405,-0.890772905,,2440,106.5550728,11.52,-0.946292422,
YLR289W,GUF1,,,,,Abundance Low,,,,,Abundance Low
YLR290C,,,,,,Abundance Low,92.5,23.49994866,15.82,-1.346617617,
YLR291C,GCD7,510,31.10500369,15.15,-1.427297162,,303,28.79383537,14.12,-0.506169629,
YLR292C,SEC72,579.5,32.64699892,14.245,-2.098787389,,326,28.17897091,,,
YLR295C,ATP14,1340.5,55.84787363,19.91,5.363971666,,1606.280967,72.48056447,14.89,2.200574749,
YLR297W,,,,,,Abundance Low,,,,,Abundance Low
YLR298C,YHC1,,,,,Abundance Low,,,,,Abundance Low
YLR299W,ECM38,,,,,Abundance Low,,,,,Abundance Low
YLR300W,EXG1,171.5,23.31106431,21.55,1.177473895,,70,23.03812344,17.985,-0.032346534,
YLR301W,,,,,,Failed QC,554,36.39486148,13.79,-0.02139619,
YLR309C,IMH1,142.5,22.80737602,22.64,1.117822288,,75.839181,22.37104851,18.195,0.406169393,
YLR310C,CDC25,,,,,Abundance Low,,,,,Abundance Low
YLR312W-A,MRPL15,176.5,23.40261303,20.745,0.558987983,,186,25.64185211,14.725,-0.866220743,
YLR313C,SPH1,,,,,Abundance Low,,,,,Abundance Low
YLR315W,NKP2,54,21.45002556,,,,116.1319013,22.89668355,15.26,-0.984056419,
YLR316C,TAD3,,,,,Abundance Low,,,,,Abundance Low
YLR319C,BUD6,78.5,21.78803368,23.61,-1.755040669,,73.5,22.87062033,18.18,-0.02535175,
YLR321C,SFH1,174,23.35720228,19.845,-0.341012017,,122.5,24.15770182,16.36,-0.080703517,
YLR323C,CWC24,,,,,Abundance Low,,,,,Abundance Low
YLR324W,PEX30,64.5,21.59146741,27.065,0.057935684,,87,23.14345693,18.515,0.832087383,
YLR325C,RPL38,2055,79.92010897,12.505,-1.41632045,,1456.6546,67.6060487,11.67,-1.106749896,
YLR326W,,,,,,Abundance Low,,,,,Abundance Low
YLR327C,,173,23.36123104,27.485,6.94091315,,344.9246215,29.16251981,21.51,7.101065246,
YLR328W,NMA1,173,23.36278625,19.37,-1.080506195,,112,23.84899318,16.56,-0.219145637,
YLR330W,CHS5,,,,,Failed QC,,,,,Failed QC
YLR332W,MID2,577.5,32.93360944,15.125,-1.154606185,,471,32.28870952,13.76,-0.429990499,
YLR333C,RPS25B,4177,151.4500076,16.77,3.652740503,,2209.880755,95.36430004,14.105,1.632483919,
YLR335W,NUP2,313,26.23315793,17.135,-0.924732722,,191,25.47986429,15.275,-0.375792187,
YLR336C,SGD1,119,22.41119879,20.87,-1.274707232,,78.5,22.99456801,17.735,-0.262383761,
YLR337C,VRP1,121.5,22.44796456,24.865,2.375007707,,124,32.79170845,,,
YLR342W,FKS1,253.5,24.92414923,20.41,1.551197087,,66.35282325,22.0697025,18.22,0.554245636,
YLR343W,GAS2,,,,,Abundance Low,,,,,Abundance Low
YLR344W,RPL26A,4776.5,172.3968483,11.29,-1.734991109,,3927.5,164.0084978,9.545,-2.652216268,
YLR345W,,55,21.46373855,,,,68.5,22.86249208,18.545,-0.222361283,
YLR346C,,,,,,Failed QC/Abundance Low,,,18.24,-0.419822024,Abundance Low
YLR347C,KAP95,1435.5,59.3337127,13.78,-0.62451546,,1036.5,52.99191314,12.71,-0.411411216,
YLR348C,DIC1,94.5,21.85426669,28.335,3.204116698,,51,22.06136236,,,
YLR350W,ORM2,305.5,25.77170739,20.465,2.08834011,,182.5,24.38821331,16.98,0.539296483,
YLR351C,NIT3,86.5,21.90472436,22.475,-1.824328596,,135,24.44012059,15.455,-0.789056419,
YLR353W,BUD8,,,,,Abundance Low,,,,,Abundance Low
YLR354C,TAL1,1475,60.61946576,17.385,2.962285344,,2169.5,96.07944753,12.43,-0.110600797,
YLR356W,,,,,,Abundance Low,,,,,Abundance Low
YLR357W,RSC2,92.5,21.99638566,23.25,-1.049328596,,85,23.10777605,17.095,-1.004004257,
YLR360W,VPS38,,,,,Abundance Low,,,,,Abundance Low
YLR362W,STE11,,,,,Abundance Low,,,,,Abundance Low
YLR363C,NMD4,230.5,24.45215035,18.555,-0.544278992,,187,25.6852609,14.975,-0.63222774,
YLR363W-A,,323,26.44660198,17.805,-0.10164355,,127.410744,23.25932098,17.35,0.677181826,
YLR364W,,,,,,Abundance Low,,,,,Abundance Low
YLR367W,RPS22B,2399,91.39226912,13.535,-0.197774618,,2118.5,94.28988139,11.895,-0.660447167,
YLR369W,SSQ1,86,21.89851021,24.58,-0.033539757,,102.5,23.50666865,17.31,-0.083555387,
YLR370C,ARC18,1287,54.57439166,,,,1285,79.92649237,,,
YLR371W,ROM2,,,,,Abundance Low,,,,,Abundance Low
YLR372W,SUR4,2768.5,103.8476894,10.525,-3.048675931,,1979,86.86227718,9.96,-2.673418748,
YLR373C,VID22,79.5,21.62530279,23.63,-2.928425218,,121.7951378,23.04879979,14.73,-1.338151929,
YLR375W,STP3,,,,,Abundance Low,,,,,Abundance Low
YLR376C,PSY3,,,,,Abundance Low,,,,,Abundance Low
YLR378C,SEC61,5367.5,192.6625573,,,,2664,148.0011616,,,
YLR380W,CSR1,292,25.75483045,18.96,0.595440995,,270,26.58557701,16.045,0.800204321,
YLR381W,CTF3,,,,,Abundance Low,,,,,Abundance Low
YLR382C,NAM2,,,,,Abundance Low,,,,,Abundance Low
YLR383W,RHC18,,,,,Abundance Low,,,,,Abundance Low
YLR384C,IKI3,519,31.35087911,17.75,1.214710618,,294,28.0973609,16.39,1.565037846,
YLR385C,SWC7,,,,,Abundance Low,,,17.21,-1.039297623,Abundance Low
YLR386W,VAC14,80,21.81050693,22.905,-1.874465445,,87,23.16736582,17.115,-0.655814533,
YLR387C,REH1,256,24.97815869,21.015,2.229126094,,221,26.57125375,13.87,-1.338072376,
YLR388W,RPS29A,519.5,31.36900805,14.095,-2.447629093,,459.9351473,32.13123553,13.375,-0.610266005,
YLR390W,ECM19,49,21.22740694,,,,,,,,Abundance Low
YLR390W-A,CCW14,605,33.37090927,14.15,-2.051747709,,,,,,Failed QC/Abundance Low
YLR392C,,,,,,Abundance Low,,,,,Abundance Low
YLR393W,ATP10,,,,,Abundance Low,,,,,Abundance Low
YLR395C,COX8,89,21.94163299,29.08,4.586948725,,228.9619613,25.54477147,16.52,1.586425091,
YLR396C,VPS33,69,21.48505402,,,,74.72357475,22.24155288,17.56,-0.005606609,
YLR397C,AFG2,99.5,22.10378656,21.315,-2.008,,69,22.83679191,18.915,0.598195545,
YLR398C,SKI2,287.5,25.66569634,21.185,2.670965553,,184.5,25.35588603,17.07,1.322130209,
YLR399C,BDF1,396.5,28.19239741,16.575,-0.622574598,,382.5,30.76559539,13.74,-0.561877956,
YLR401C,DUS3,,,,,Abundance Low,,,,,Abundance Low
YLR403W,SFP1,52,21.42232301,,,,68,22.75654836,,,
YLR404W,,,,,,Abundance Low,,,,,Abundance Low
YLR405W,DUS4,59.5,21.52322198,25.83,-0.790163505,,,,,,Abundance Low
YLR406C,RPL31B,2607.5,98.49563133,12.955,-0.67989494,,1829,125.7156645,12.84,0.134016191,
YLR407W,,192,23.6936067,19.18,-0.708389102,,107.5,23.02873776,18.665,0.182772106,
YLR408C,,,,,,Abundance Low,,,,,Abundance Low
YLR409C,UTP21,279,25.46904113,24.115,5.756468074,,131,24.11200601,16.945,0.382351792,
YLR410W,VIP1,481,30.38304513,16.565,-0.078562438,,217.5,26.15371317,16.18,0.901690802,
YLR412W,,68,21.64449168,27.605,1.57050259,,68.5,23.04107125,17.345,-0.480314625,
YLR413W,,3919,142.7582453,21.415,8.204368081,,2249.5,98.61270225,23.135,10.61039565,
YLR414C,,444.5,29.41755705,18.985,2.027282952,,319,29.26154511,17.655,3.018782368,
YLR417W,VPS36,,,,,Abundance Low,,,,,Abundance Low
YLR418C,CDC73,248.5,24.8203136,20.945,2.0489197,,229,26.7730928,14.185,-0.944953071,
YLR420W,URA4,679.5,35.82558784,22.16,6.340178185,,408,31.97469923,19.85,5.600373283,
YLR421C,RPN13,330,26.61303198,16.94,-0.971579021,,244.9552578,25.80906773,15.255,0.409081731,
YLR422W,,,,,,Abundance Low,,,,,Abundance Low
YLR423C,ATG17,,,,,Abundance Low,,,,,Abundance Low
YLR424W,SPP382,,,,,Abundance Low,,,,,Abundance Low
YLR426W,,,,,,Abundance Low,,,,,Abundance Low
YLR427W,MAG2,,,,,Abundance Low,,,,,Abundance Low
YLR429W,CRN1,391.5,28.06984741,19.595,2.248464845,,397,31.04973954,14.98,0.615219756,
YLR430W,SEN1,62.5,21.57595847,,,,,,,,Abundance Low
YLR432W,IMD3,1136.5,49.72274774,15.975,1.168576608,,1693,78.57102043,13.335,0.622478884,
YLR433C,CNA1,200,23.84725825,19.895,0.049784857,,168,24.89506347,16.25,0.300562666,
YLR435W,TSR2,481.5,30.35351724,16.92,0.183128226,,267.5,27.75146376,,,
YLR436C,ECM30,60,21.53192355,,,,98,23.37467682,16.325,-1.083619193,
YLR438C-A,LSM3,681,35.8535828,13.405,-2.448058893,,511.010062,33.76088826,12.37,-1.443589279,
YLR438W,CAR2,855,41.01215329,35.765,20.34593936,,227,26.68524725,26.91,11.83932587,
YLR439W,MRPL4,149.5,22.93010155,,,,137,24.48619599,15.2,-1.060277066,
YLR440C,SEC39,104.5,22.17744383,20.885,-2.066564941,,112.5,23.6656885,16.63,-0.321031636,
YLR441C,RPS1A,,,,,Abundance Low,,,,,Failed QC/Abundance Low
YLR442C,SIR3,,,,,Abundance Low,,,,,Abundance Low
YLR447C,VMA6,901,42.39059783,12.355,-2.914380495,,821,43.80448849,18.065,4.685609216,
YLR448W,RPL6B,2509,95.17231689,12.635,-1.024266189,,2049.5,92.11174633,10.21,-2.357486423,
YLR449W,FPR4,527.5,31.61202,15.84,-0.625904093,,389,31.26166704,13.68,-0.610844126,
YLR450W,HMG2,107.5,22.22434059,25.725,2.186627179,,97.012708,22.7104513,16.685,-0.1272814,
YLR451W,LEU3,,,,,Abundance Low,,,,,Abundance Low
YLR452C,SST2,98,22.08700589,25.59,1.890479206,,91.5,23.24673318,19.295,1.679909404,
YLR453C,RIF2,,,,,Abundance Low,,,,,Abundance Low
YLR454W,FMP27,,,,,Abundance Low,,,,,Failed QC
YLR455W,,127,22.54316397,20.14,-2.004707232,,125,24.23858129,14.945,-1.541606468,
YLR457C,NBP1,101,21.93662402,,,,68,22.99499321,16.595,-1.504004257,
YML001W,YPT7,327.5,26.26483497,18.615,0.648385858,,298,27.2194581,16.11,1.042941422,
YML004C,GLO1,,,,,Abundance Low,,,,,Abundance Low
YML005W,TRM12,60,21.52984877,25.895,-1.386946062,,48,22.60321328,,,
YML006C,GIS4,,,,,Abundance Low,,,,,Abundance Low
YML007C-A,,131,22.60556439,22.825,0.954944138,,203.757798,25.03014869,18.97,3.749799,
YML007W,YAP1,69,21.65700897,23.57,-2.867160934,,54.5,22.51341852,,,
YML008C,ERG6,1865.5,73.10120018,14.67,0.599175454,,1011,50.86604901,14.255,1.104622038,
YML009C,MRPL39,102.5,22.1467517,24.745,1.682846231,,102.8664655,22.80898575,17.345,0.64092854,
YML010W,SPT5,585,33.17683951,,,,523.5,35.46991174,13.505,-0.401193868,
YML011C,,,,,,Abundance Low,,,,,Abundance Low
YML012W,ERV25,1753.5,69.36345209,10.61,-3.573840409,,1097.5,53.88153839,11.37,-1.756147583,
YML013W,SEL1,,,,,Failed QC,126,32.84501734,,,
YML014W,TRM9,49.5,21.39448715,,,,,,,,Abundance Low
YML016C,PPZ1,173.5,23.34925748,19.75,-0.64829656,,202,25.75632206,15.38,-0.128725662,
YML017W,PSP2,200.5,23.85513706,19.715,-0.11952348,,216,26.08123516,15.565,0.171666667,
YML018C,,464,29.90369489,16.495,-0.351879426,,265,26.34521418,16.785,1.423598314,
YML020W,,54.5,21.45531471,,,,212.5,26.05608753,15.99,0.563981134,
YML021C,UNG1,,,,,Abundance Low,,,,,Abundance Low
YML022W,APT1,878.5,41.78671191,17.44,2.110097432,,455.0883285,31.67278618,17.405,3.484034861,
YML023C,,,,,,Abundance Low,,,,,Abundance Low
YML024W,RPS17A,5997.5,214.6570555,10.695,-2.149708729,,5212,214.5069293,10.04,-2.039442747,
YML025C,YML6,177.5,23.4349137,,,,178.5,25.46853792,15.095,-0.566888537,
YML026C,RPS18B,958,62.42280962,,,,590,37.73968494,17.68,3.919611777,
YML027W,YOX1,,,,,Abundance Low,,,,,Abundance Low
YML028W,TSA1,7794.5,276.1324227,12.585,-0.097511921,,5621.193234,227.673274,,,
YML029W,USA1,48.5,21.37655064,,,,,,,,Failed QC/Abundance Low
YML030W,,,,,,Abundance Low,58.80184125,21.87153278,18.195,0.237018229,
YML031W,NDC1,565.5,32.26965951,15,-1.381285989,,492.4284438,33.0222473,,,
YML032C,RAD52,59.5,21.52294525,,,,,,,,Abundance Low
YML034W,SRC1,,,,,Abundance Low,,,,,Abundance Low
YML035C,AMD1,301.5,25.96407472,17.355,-0.812947939,,203,25.8136439,16.39,0.886275776,
YML037C,,,,,,Abundance Low,,,,,Abundance Low
YML038C,YMD8,290.5,25.4439822,18.555,0.028074196,,110,22.80777895,18.685,0.251215646,
YML041C,VPS71,,,,,Abundance Low,,,,,Abundance Low
YML043C,RRN11,,,,,Abundance Low,,,,,Abundance Low
YML046W,PRP39,52.5,21.43187151,,,,,,,,Abundance Low
YML048W,GSF2,75,21.56320078,25.075,-2.136871235,,,,,,Abundance Low
YML049C,RSE1,923,43.06887132,18,2.729562794,,968,50.32734472,12.36,-0.863533327,
YML051W,GAL80,,,,,Abundance Low,,,,,Abundance Low
YML052W,SUR7,1333,55.76363574,15.355,0.773390165,,1125,56.13824699,,,
YML053C,,,,,,Abundance Low,,,,,Abundance Low
YML055W,SPC2,320,26.38793533,18.135,0.106741608,,325.2886695,28.0822614,14.01,-0.386707308,
YML056C,IMD4,785,38.89788832,15.235,-0.305039326,,592,37.54408322,14.795,1.060004206,
YML057W,CMP2,189,23.63733001,22.36,2.493279854,,215.5,26.0277554,15.435,-0.014843867,
YML058W,SML1,2516,134.778524,17.075,3.394373871,,1568.65507,71.01113938,16.125,3.438702727,
YML058W-A,HUG1,,,,,Abundance Low,,,20.42,1.733725764,Abundance Low
YML059C,,47.5,21.37008535,,,,102,23.99338754,17,-0.454483164,
YML060W,OGG1,,,,,Abundance Low,,,,,Abundance Low
YML062C,MFT1,97,22.06212817,23.44,-0.130098162,,76,23.17978802,16.625,-1.237415283,
YML063W,RPS1B,6993,248.5477063,11.815,-0.91117502,,5511.5,226.0076305,9.655,-2.395802114,
YML064C,TEM1,,,,,Abundance Low,,,,,Abundance Low
YML067C,ERV41,321.5,26.12887097,21.57,3.552135179,,189.5,24.5495395,20.535,4.33867812,
YML069W,POB3,531,31.66967008,16.46,-0.065551249,,413.5,31.8442635,13.405,-0.828946934,
YML070W,DAK1,511.5,31.14475992,24.55,7.972702838,,725.5,41.918792,17.045,3.56999995,
YML071C,COG8,100.5,22.11800983,22.395,-1.018896372,,98,23.36724176,18.9,1.565614789,
YML072C,TCB3,602.5,33.63102036,21.155,4.951250336,,764,45.93731977,14.135,0.67,
YML073C,RPL6A,3152,116.8641304,11.11,-2.291596165,,2273.5,100.9085979,9.605,-2.900904598,
YML074C,FPR3,700.5,36.0741353,14.67,-1.123446877,,355,30.1701996,,,
YML075C,HMG1,188,23.61708701,20.42,0.123485284,,169.635253,24.3480643,16.055,0.495272222,
YML076C,WAR1,,,,,Abundance Low,,,,,Abundance Low
