Protein	Gene	ProteinName	EntrezID	ProteinCopy	Comparison	log2FC	pvalue	adj.pvalue	imputed	iLog2FC	iPvalue	SIT4	IRA2	POP1	RAS22	SAP155	SSY5	WT	RAS21	CMA	Species
YGR245C	YGR245C	NA	NA	YGR245C	RAS21-WT	-0.475979686294477	0.441935086162885	0.632919576078203	no	-0.475979686294477	0.632919576078203	3	3	3	3	2	3	3	3	WT	yeast
YGR245C	YGR245C	NA	NA	YGR245C	SSY5-WT	-0.915347071347139	0.14958052634729	0.306529551529423	no	-0.915347071347139	0.306529551529423	3	3	3	3	2	3	3	3	WT	yeast
YGR248W	YGR248W	NA	NA	YGR248W	RAS22-WT	3.49435049159331	8.08112374639514e-06	0.000186162401166956	no	3.49435049159331	0.000186162401166956	3	3	3	3	3	2	2	2	RAS22	yeast
YGR248W	YGR248W	NA	NA	YGR248W	SIT4-WT	0.163121523064489	0.745682579959013	0.858775015589161	no	0.163121523064489	0.858775015589161	3	3	3	3	3	2	2	2	SIT4	yeast
YGR248W	YGR248W	NA	NA	YGR248W	POP1-WT	0.239777855838951	0.634353477130675	0.77435188794548	no	0.239777855838951	0.77435188794548	3	3	3	3	3	2	2	2	POP1	yeast
YGR248W	YGR248W	NA	NA	YGR248W	SSY5-WT	-0.424080834553933	0.445781852277716	0.608349646410705	no	-0.424080834553933	0.608349646410705	3	3	3	3	3	2	2	2	WT	yeast
YGR248W	YGR248W	NA	NA	YGR248W	RAS21-WT	-0.442082565716694	0.427166004388065	0.61895190770687	no	-0.442082565716694	0.61895190770687	3	3	3	3	3	2	2	2	WT	yeast
YGR248W	YGR248W	NA	NA	YGR248W	SAP155-WT	-0.0479066274746818	0.923968839115747	0.953691126301143	no	-0.0479066274746818	0.953691126301143	3	3	3	3	3	2	2	2	WT	yeast
YGR248W	YGR248W	NA	NA	YGR248W	IRA2-WT	-0.637760776173072	0.217722573516197	0.403680151504194	no	-0.637760776173072	0.403680151504194	3	3	3	3	3	2	2	2	WT	yeast
YGR250C	YGR250C	NA	NA	YGR250C	SIT4-WT	0.231154597486038	0.555660515960136	0.72529976743691	no	0.231154597486038	0.72529976743691	3	3	3	3	3	3	3	3	SIT4	yeast
YGR250C	YGR250C	NA	NA	YGR250C	SSY5-WT	-1.69088186621868	0.000444445069633925	0.00443572336213555	no	-1.69088186621868	0.00443572336213555	3	3	3	3	3	3	3	3	WT	yeast
YGR250C	YGR250C	NA	NA	YGR250C	IRA2-WT	-2.01984736247404	7.78241058789764e-05	0.00133725928411762	no	-2.01984736247404	0.00133725928411762	3	3	3	3	3	3	3	3	WT	yeast
YGR250C	YGR250C	NA	NA	YGR250C	RAS21-WT	-1.37064973799849	0.00256082467454233	0.0221820399394839	no	-1.37064973799849	0.0221820399394839	3	3	3	3	3	3	3	3	WT	yeast
YGR250C	YGR250C	NA	NA	YGR250C	RAS22-WT	-0.589082538960293	0.144574823024548	0.281853556377827	no	-0.589082538960293	0.281853556377827	3	3	3	3	3	3	3	3	WT	yeast
YGR250C	YGR250C	NA	NA	YGR250C	SAP155-WT	-0.248224166108612	0.527203030590802	0.646622696452232	no	-0.248224166108612	0.646622696452232	3	3	3	3	3	3	3	3	WT	yeast
YGR250C	YGR250C	NA	NA	YGR250C	POP1-WT	-1.22378369495478	0.00573568521489509	0.0319119667325371	no	-1.22378369495478	0.0319119667325371	3	3	3	3	3	3	3	3	WT	yeast
YGR251W	YGR251W	NA	NA	YGR251W	SIT4-WT	-0.247283171666931	0.65204953350845	0.801027738184222	no	-0.247283171666931	0.801027738184222	2	3	0	1	0	1	2	0	WT	yeast
YGR251W	YGR251W	NA	NA	YGR251W	POP1-WT	-Inf	NA	0	yes	-8.21069760068954	0.0221463	2	3	0	1	0	1	2	0	WT	yeast
YGR251W	YGR251W	NA	NA	YGR251W	IRA2-WT	0.166645528466631	0.737628479771402	0.850975645693721	no	0.166645528466631	0.850975645693721	2	3	0	1	0	1	2	0	IRA2	yeast
YGR251W	YGR251W	NA	NA	YGR251W	SAP155-WT	-Inf	NA	0	yes	-11.7228609340229	0.0208614	2	3	0	1	0	1	2	0	WT	yeast
YGR251W	YGR251W	NA	NA	YGR251W	RAS21-WT	-Inf	NA	0	yes	-9.18918760068954	0.0385437	2	3	0	1	0	1	2	0	WT	yeast
YGR251W	YGR251W	NA	NA	YGR251W	RAS22-WT	0.189709272748166	0.775750014978249	0.863351786929086	no	0.189709272748166	0.863351786929086	2	3	0	1	0	1	2	0	RAS22	yeast
YGR251W	YGR251W	NA	NA	YGR251W	SSY5-WT	-0.245185891888381	0.713767137383089	0.824797580976014	no	-0.245185891888381	0.824797580976014	2	3	0	1	0	1	2	0	WT	yeast
YGR252W	YGR252W	NA	NA	YGR252W	SSY5-WT	-0.0750245869817866	0.796759141116084	0.877311630404952	no	-0.0750245869817866	0.877311630404952	2	0	2	1	1	2	1	0	WT	yeast
YGR252W	YGR252W	NA	NA	YGR252W	POP1-WT	0.471612868039008	0.175156558857507	0.341806846255551	no	0.471612868039008	0.341806846255551	2	0	2	1	1	2	1	0	POP1	yeast
YGR252W	YGR252W	NA	NA	YGR252W	SIT4-WT	0.877670728717018	0.0460468073070146	0.137898273303589	no	0.877670728717018	0.137898273303589	2	0	2	1	1	2	1	0	SIT4	yeast
YGR253C	YGR253C	NA	NA	YGR253C	POP1-WT	-0.30440810362557	0.0630022529188476	0.166510736460334	no	-0.30440810362557	0.166510736460334	3	3	3	3	3	3	3	3	WT	yeast
YGR253C	YGR253C	NA	NA	YGR253C	RAS21-WT	-0.328263115656861	0.0467735567223728	0.14872806897038	no	-0.328263115656861	0.14872806897038	3	3	3	3	3	3	3	3	WT	yeast
YGR253C	YGR253C	NA	NA	YGR253C	SSY5-WT	-0.412152659733295	0.0156031403624248	0.0610430068097373	no	-0.412152659733295	0.0610430068097373	3	3	3	3	3	3	3	3	WT	yeast
YGR253C	YGR253C	NA	NA	YGR253C	RAS22-WT	-0.15028856533092	0.338594824110549	0.514033617497938	no	-0.15028856533092	0.514033617497938	3	3	3	3	3	3	3	3	WT	yeast
YGR253C	YGR253C	NA	NA	YGR253C	IRA2-WT	-0.284502770024845	0.0802763024869533	0.212444878598879	no	-0.284502770024845	0.212444878598879	3	3	3	3	3	3	3	3	WT	yeast
YGR253C	YGR253C	NA	NA	YGR253C	SAP155-WT	-0.222005309158568	0.16441283459269	0.265277584252692	no	-0.222005309158568	0.265277584252692	3	3	3	3	3	3	3	3	WT	yeast
YGR253C	YGR253C	NA	NA	YGR253C	SIT4-WT	0.178363542591078	0.25884987956401	0.450256622389642	no	0.178363542591078	0.450256622389642	3	3	3	3	3	3	3	3	SIT4	yeast
YGR254W	YGR254W	NA	NA	YGR254W	POP1-WT	0.952700934384535	4.76445160553229e-05	0.00116093828861366	no	0.952700934384535	0.00116093828861366	3	3	3	3	3	3	3	3	POP1	yeast
YGR254W	YGR254W	NA	NA	YGR254W	RAS21-WT	1.45930353696526	2.75909932678786e-07	4.07697500523006e-05	no	1.45930353696526	4.07697500523006e-05	3	3	3	3	3	3	3	3	RAS21	yeast
YGR254W	YGR254W	NA	NA	YGR254W	RAS22-WT	1.80800724438463	1.47561274310704e-08	1.32330842783634e-06	no	1.80800724438463	1.32330842783634e-06	3	3	3	3	3	3	3	3	RAS22	yeast
YGR254W	YGR254W	NA	NA	YGR254W	SSY5-WT	-0.502293308176224	0.0103478636706689	0.0449969820940583	no	-0.502293308176224	0.0449969820940583	3	3	3	3	3	3	3	3	WT	yeast
YGR254W	YGR254W	NA	NA	YGR254W	SIT4-WT	2.72984756607337	3.54964946325254e-11	1.02427107289632e-08	no	2.72984756607337	1.02427107289632e-08	3	3	3	3	3	3	3	3	SIT4	yeast
YGR254W	YGR254W	NA	NA	YGR254W	SAP155-WT	1.84232880268645	1.1319234882734e-08	1.19947436420335e-06	no	1.84232880268645	1.19947436420335e-06	3	3	3	3	3	3	3	3	SAP155	yeast
YGR254W	YGR254W	NA	NA	YGR254W	IRA2-WT	-0.220729303063055	0.220071416707982	0.405693143061934	no	-0.220729303063055	0.405693143061934	3	3	3	3	3	3	3	3	WT	yeast
YGR256W	YGR256W	NA	NA	YGR256W	SIT4-WT	Inf	NA	0	yes	10.8249445236147	0.0176993	3	0	0	3	0	0	0	0	SIT4	yeast
YGR256W	YGR256W	NA	NA	YGR256W	RAS22-WT	Inf	NA	0	yes	14.0861345259796	0.0222541	3	0	0	3	0	0	0	0	RAS22	yeast
YGR261C	YGR261C	NA	NA	YGR261C	POP1-WT	0.352725274567362	0.670620003219113	0.799152826068968	no	0.352725274567362	0.799152826068968	3	1	2	2	2	3	1	2	POP1	yeast
YGR261C	YGR261C	NA	NA	YGR261C	SAP155-WT	0.197063375700729	0.811429954551524	0.874197378340397	no	0.197063375700729	0.874197378340397	3	1	2	2	2	3	1	2	SAP155	yeast
YGR261C	YGR261C	NA	NA	YGR261C	RAS22-WT	1.16083611855503	0.184395842405367	0.334792451395428	no	1.16083611855503	0.334792451395428	3	1	2	2	2	3	1	2	RAS22	yeast
YGR261C	YGR261C	NA	NA	YGR261C	SSY5-WT	0.61858219930227	0.435414190085992	0.601835752422391	no	0.61858219930227	0.601835752422391	3	1	2	2	2	3	1	2	SSY5	yeast
YGR261C	YGR261C	NA	NA	YGR261C	SIT4-WT	1.98978977461839	0.0296681163229893	0.101245858200793	no	1.98978977461839	0.101245858200793	3	1	2	2	2	3	1	2	SIT4	yeast
YGR261C	YGR261C	NA	NA	YGR261C	RAS21-WT	-0.300986736707838	0.716232911126314	0.843496049108908	no	-0.300986736707838	0.843496049108908	3	1	2	2	2	3	1	2	WT	yeast
YGR262C	YGR262C	NA	NA	YGR262C	IRA2-WT	-1.45654651944173	0.0188537623369041	0.0757877761153969	no	-1.45654651944173	0.0757877761153969	3	2	2	3	2	3	3	3	WT	yeast
YGR262C	YGR262C	NA	NA	YGR262C	POP1-WT	-0.970930606205507	0.0972040168782362	0.227205253737005	no	-0.970930606205507	0.227205253737005	3	2	2	3	2	3	3	3	WT	yeast
YGR262C	YGR262C	NA	NA	YGR262C	SIT4-WT	-0.842763780796028	0.106453524689819	0.247907536855395	no	-0.842763780796028	0.247907536855395	3	2	2	3	2	3	3	3	WT	yeast
YGR262C	YGR262C	NA	NA	YGR262C	SSY5-WT	-1.12797957394684	0.0371417093446782	0.115019487002874	no	-1.12797957394684	0.115019487002874	3	2	2	3	2	3	3	3	WT	yeast
YGR262C	YGR262C	NA	NA	YGR262C	RAS22-WT	-1.15060508307603	0.0340551804622988	0.100308355775854	no	-1.15060508307603	0.100308355775854	3	2	2	3	2	3	3	3	WT	yeast
YGR262C	YGR262C	NA	NA	YGR262C	RAS21-WT	-1.37263845961213	0.0143244219162295	0.0706934142506258	no	-1.37263845961213	0.0706934142506258	3	2	2	3	2	3	3	3	WT	yeast
YGR262C	YGR262C	NA	NA	YGR262C	SAP155-WT	-1.6773770152934	0.00864697110340851	0.0251713022989862	no	-1.6773770152934	0.0251713022989862	3	2	2	3	2	3	3	3	WT	yeast
YGR264C	YGR264C	NA	NA	YGR264C	RAS22-WT	-1.70036486863255	1.36048553311952e-07	8.1337599372931e-06	no	-1.70036486863255	8.1337599372931e-06	3	3	3	3	3	3	3	3	WT	yeast
YGR264C	YGR264C	NA	NA	YGR264C	SSY5-WT	0.0534694917715749	0.783232969238307	0.870026475842819	no	0.0534694917715749	0.870026475842819	3	3	3	3	3	3	3	3	SSY5	yeast
YGR264C	YGR264C	NA	NA	YGR264C	RAS21-WT	-0.438792579296788	0.0355259599273152	0.12429138069278	no	-0.438792579296788	0.12429138069278	3	3	3	3	3	3	3	3	WT	yeast
YGR264C	YGR264C	NA	NA	YGR264C	POP1-WT	-0.905974163064303	0.000221697199976001	0.00340346257000194	no	-0.905974163064303	0.00340346257000194	3	3	3	3	3	3	3	3	WT	yeast
YGR264C	YGR264C	NA	NA	YGR264C	SIT4-WT	-0.575979432399035	0.00823892233866674	0.0393317671204366	no	-0.575979432399035	0.0393317671204366	3	3	3	3	3	3	3	3	WT	yeast
YGR264C	YGR264C	NA	NA	YGR264C	SAP155-WT	-1.47412111482866	8.8746754256519e-07	2.78231322206342e-05	no	-1.47412111482866	2.78231322206342e-05	3	3	3	3	3	3	3	3	WT	yeast
YGR264C	YGR264C	NA	NA	YGR264C	IRA2-WT	0.250379458524661	0.208659184095312	0.390435896620062	no	0.250379458524661	0.390435896620062	3	3	3	3	3	3	3	3	IRA2	yeast
YGR266W	YGR266W	NA	NA	YGR266W	SAP155-WT	1.21708105135089	0.0710296536731234	0.136904842845247	no	1.21708105135089	0.136904842845247	3	3	3	3	2	3	2	3	SAP155	yeast
YGR266W	YGR266W	NA	NA	YGR266W	SSY5-WT	0.0227243647982475	0.968691370026475	0.979681385569725	no	0.0227243647982475	0.979681385569725	3	3	3	3	2	3	2	3	SSY5	yeast
YGR266W	YGR266W	NA	NA	YGR266W	RAS22-WT	0.243475210998358	0.675080895130828	0.786602379430863	no	0.243475210998358	0.786602379430863	3	3	3	3	2	3	2	3	RAS22	yeast
YGR266W	YGR266W	NA	NA	YGR266W	POP1-WT	0.733853604187251	0.217827662104698	0.391146134046487	no	0.733853604187251	0.391146134046487	3	3	3	3	2	3	2	3	POP1	yeast
YGR266W	YGR266W	NA	NA	YGR266W	RAS21-WT	-0.098084729634526	0.865538771405693	0.933147379300901	no	-0.098084729634526	0.933147379300901	3	3	3	3	2	3	2	3	WT	yeast
YGR266W	YGR266W	NA	NA	YGR266W	SIT4-WT	0.0729340250572273	0.899780373064157	0.950662989767134	no	0.0729340250572273	0.950662989767134	3	3	3	3	2	3	2	3	SIT4	yeast
YGR266W	YGR266W	NA	NA	YGR266W	IRA2-WT	-0.620308697628882	0.293813868695891	0.486291420315604	no	-0.620308697628882	0.486291420315604	3	3	3	3	2	3	2	3	WT	yeast
YGR267C	YGR267C	NA	NA	YGR267C	IRA2-WT	-0.536435774518986	0.0576144053045193	0.169986879012125	no	-0.536435774518986	0.169986879012125	3	3	3	3	2	3	3	3	WT	yeast
YGR267C	YGR267C	NA	NA	YGR267C	SSY5-WT	-0.810013789610706	0.00724879419309765	0.0345829376939817	no	-0.810013789610706	0.0345829376939817	3	3	3	3	2	3	3	3	WT	yeast
YGR267C	YGR267C	NA	NA	YGR267C	SIT4-WT	-1.36331659401288	0.000102669929873844	0.00144909678196942	no	-1.36331659401288	0.00144909678196942	3	3	3	3	2	3	3	3	WT	yeast
YGR267C	YGR267C	NA	NA	YGR267C	RAS22-WT	-1.01645373829827	0.00143334692730579	0.00932418169550476	no	-1.01645373829827	0.00932418169550476	3	3	3	3	2	3	3	3	WT	yeast
YGR267C	YGR267C	NA	NA	YGR267C	SAP155-WT	-1.1785461036888	0.00106831259542428	0.00476404343752857	no	-1.1785461036888	0.00476404343752857	3	3	3	3	2	3	3	3	WT	yeast
YGR267C	YGR267C	NA	NA	YGR267C	RAS21-WT	-0.271490135034184	0.314562168002043	0.513187885832606	no	-0.271490135034184	0.513187885832606	3	3	3	3	2	3	3	3	WT	yeast
YGR267C	YGR267C	NA	NA	YGR267C	POP1-WT	0.278623076952148	0.302451836742367	0.482796994851262	no	0.278623076952148	0.482796994851262	3	3	3	3	2	3	3	3	POP1	yeast
YGR268C	YGR268C	NA	NA	YGR268C	POP1-WT	-0.138180375080575	0.801458203998464	0.891425113302406	no	-0.138180375080575	0.891425113302406	1	1	3	2	2	2	1	3	WT	yeast
YGR268C	YGR268C	NA	NA	YGR268C	SSY5-WT	0.568186951731244	0.344965637974433	0.52662644182519	no	0.568186951731244	0.52662644182519	1	1	3	2	2	2	1	3	SSY5	yeast
YGR268C	YGR268C	NA	NA	YGR268C	RAS22-WT	1.07654617967824	0.096531744589003	0.212065801104975	no	1.07654617967824	0.212065801104975	1	1	3	2	2	2	1	3	RAS22	yeast
YGR268C	YGR268C	NA	NA	YGR268C	RAS21-WT	-0.0756342047406961	0.890343264021956	0.944139742830752	no	-0.0756342047406961	0.944139742830752	1	1	3	2	2	2	1	3	WT	yeast
YGR268C	YGR268C	NA	NA	YGR268C	SAP155-WT	0.53025601448348	0.376126083378774	0.502818995313327	no	0.53025601448348	0.502818995313327	1	1	3	2	2	2	1	3	SAP155	yeast
YGR270W	YGR270W	NA	NA	YGR270W	RAS21-WT	-0.589118123499021	0.467909733073195	0.654893661154013	no	-0.589118123499021	0.654893661154013	3	3	3	2	3	3	2	2	WT	yeast
YGR270W	YGR270W	NA	NA	YGR270W	SIT4-WT	0.366210707706491	0.619144784828538	0.777523697388642	no	0.366210707706491	0.777523697388642	3	3	3	2	3	3	2	2	SIT4	yeast
YGR270W	YGR270W	NA	NA	YGR270W	RAS22-WT	1.0414810353061	0.208971891130931	0.365664403226319	no	1.0414810353061	0.365664403226319	3	3	3	2	3	3	2	2	RAS22	yeast
YGR270W	YGR270W	NA	NA	YGR270W	SSY5-WT	-0.0746328727348569	0.918932775686874	0.949677152125612	no	-0.0746328727348569	0.949677152125612	3	3	3	2	3	3	2	2	WT	yeast
YGR270W	YGR270W	NA	NA	YGR270W	IRA2-WT	-0.480490651280119	0.515756073607982	0.68752040012625	no	-0.480490651280119	0.68752040012625	3	3	3	2	3	3	2	2	WT	yeast
YGR270W	YGR270W	NA	NA	YGR270W	POP1-WT	-0.148143285176105	0.839992073148739	0.912592633226909	no	-0.148143285176105	0.912592633226909	3	3	3	2	3	3	2	2	WT	yeast
YGR270W	YGR270W	NA	NA	YGR270W	SAP155-WT	-0.153849599328957	0.833927260464173	0.888882894962851	no	-0.153849599328957	0.888882894962851	3	3	3	2	3	3	2	2	WT	yeast
YGR271C-A	YGR271C-A	NA	NA	YGR271C-A	RAS22-WT	-0.590284081865112	0.3597472264293	0.53226276169051	no	-0.590284081865112	0.53226276169051	3	3	2	3	2	3	3	3	WT	yeast
YGR271C-A	YGR271C-A	NA	NA	YGR271C-A	IRA2-WT	-0.789296051566779	0.22612404071023	0.412957534625553	no	-0.789296051566779	0.412957534625553	3	3	2	3	2	3	3	3	WT	yeast
YGR271C-A	YGR271C-A	NA	NA	YGR271C-A	POP1-WT	-1.01304064056637	0.168131743390707	0.331071770239657	no	-1.01304064056637	0.331071770239657	3	3	2	3	2	3	3	3	WT	yeast
YGR271C-A	YGR271C-A	NA	NA	YGR271C-A	RAS21-WT	-1.04328522811448	0.116399622185644	0.274808130573625	no	-1.04328522811448	0.274808130573625	3	3	2	3	2	3	3	3	WT	yeast
YGR271C-A	YGR271C-A	NA	NA	YGR271C-A	SIT4-WT	0.0321885489065387	0.959548942725606	0.981707833549642	no	0.0321885489065387	0.981707833549642	3	3	2	3	2	3	3	3	SIT4	yeast
YGR271C-A	YGR271C-A	NA	NA	YGR271C-A	SSY5-WT	-0.449247614728704	0.482980160032885	0.642943189035776	no	-0.449247614728704	0.642943189035776	3	3	2	3	2	3	3	3	WT	yeast
YGR271C-A	YGR271C-A	NA	NA	YGR271C-A	SAP155-WT	-0.525399693038472	0.46343673226218	0.588915860339271	no	-0.525399693038472	0.588915860339271	3	3	2	3	2	3	3	3	WT	yeast
YGR274C	YGR274C	NA	NA	YGR274C	SSY5-WT	-1.58713072817255	0.0553547050809446	0.152332242427826	no	-1.58713072817255	0.152332242427826	3	3	3	3	3	3	3	3	WT	yeast
YGR274C	YGR274C	NA	NA	YGR274C	POP1-WT	-0.159373243534799	0.838224136942991	0.911860752043189	no	-0.159373243534799	0.911860752043189	3	3	3	3	3	3	3	3	WT	yeast
YGR274C	YGR274C	NA	NA	YGR274C	RAS21-WT	-0.369878371847601	0.636602304156883	0.787209894068701	no	-0.369878371847601	0.787209894068701	3	3	3	3	3	3	3	3	WT	yeast
YGR274C	YGR274C	NA	NA	YGR274C	SIT4-WT	-0.479037463675866	0.541585165805189	0.71504660681041	no	-0.479037463675866	0.71504660681041	3	3	3	3	3	3	3	3	WT	yeast
YGR274C	YGR274C	NA	NA	YGR274C	IRA2-WT	-0.701987116221038	0.374262075900527	0.568263512879456	no	-0.701987116221038	0.568263512879456	3	3	3	3	3	3	3	3	WT	yeast
YGR274C	YGR274C	NA	NA	YGR274C	SAP155-WT	-0.15197414860576	0.845628826487967	0.899201440220596	no	-0.15197414860576	0.899201440220596	3	3	3	3	3	3	3	3	WT	yeast
YGR274C	YGR274C	NA	NA	YGR274C	RAS22-WT	0.807365993396136	0.308759408830348	0.4835952669449	no	0.807365993396136	0.4835952669449	3	3	3	3	3	3	3	3	RAS22	yeast
YGR275W	YGR275W	NA	NA	YGR275W	POP1-WT	-0.543756504705782	0.149288526232429	0.30335359555868	no	-0.543756504705782	0.30335359555868	3	3	3	3	3	3	3	3	WT	yeast
YGR275W	YGR275W	NA	NA	YGR275W	IRA2-WT	-0.687473847749338	0.0734949727508671	0.19893392633117	no	-0.687473847749338	0.19893392633117	3	3	3	3	3	3	3	3	WT	yeast
YGR275W	YGR275W	NA	NA	YGR275W	RAS22-WT	-0.31241854925414	0.396939142570544	0.565672069803994	no	-0.31241854925414	0.565672069803994	3	3	3	3	3	3	3	3	WT	yeast
YGR275W	YGR275W	NA	NA	YGR275W	SIT4-WT	-0.401657707503213	0.279636210641464	0.472488769704543	no	-0.401657707503213	0.472488769704543	3	3	3	3	3	3	3	3	WT	yeast
YGR275W	YGR275W	NA	NA	YGR275W	RAS21-WT	-0.697137951403088	0.0699174210849998	0.198007397706335	no	-0.697137951403088	0.198007397706335	3	3	3	3	3	3	3	3	WT	yeast
YGR275W	YGR275W	NA	NA	YGR275W	SSY5-WT	-0.774518363131577	0.0464814919936565	0.136813448132272	no	-0.774518363131577	0.136813448132272	3	3	3	3	3	3	3	3	WT	yeast
YGR275W	YGR275W	NA	NA	YGR275W	SAP155-WT	-1.24104413933856	0.00324072492262806	0.0118142264524766	no	-1.24104413933856	0.0118142264524766	3	3	3	3	3	3	3	3	WT	yeast
YGR276C	YGR276C	NA	NA	YGR276C	RAS21-WT	-0.349413995452846	0.517118994739123	0.699893811845192	no	-0.349413995452846	0.699893811845192	1	3	3	3	2	1	3	3	WT	yeast
YGR276C	YGR276C	NA	NA	YGR276C	RAS22-WT	-0.350024455082789	0.516401494704223	0.671161569980488	no	-0.350024455082789	0.671161569980488	1	3	3	3	2	1	3	3	WT	yeast
YGR276C	YGR276C	NA	NA	YGR276C	POP1-WT	-0.232906160515001	0.66416760584218	0.794920916504251	no	-0.232906160515001	0.794920916504251	1	3	3	3	2	1	3	3	WT	yeast
YGR276C	YGR276C	NA	NA	YGR276C	IRA2-WT	-0.177139808656295	0.740773802261851	0.852763600939432	no	-0.177139808656295	0.852763600939432	1	3	3	3	2	1	3	3	WT	yeast
YGR276C	YGR276C	NA	NA	YGR276C	SAP155-WT	-0.861631277219023	0.167945433597799	0.269717018608558	no	-0.861631277219023	0.269717018608558	1	3	3	3	2	1	3	3	WT	yeast
YGR276C	YGR276C	NA	NA	YGR276C	SIT4-WT	-0.636528747046499	0.407021797029371	0.601956495948335	no	-0.636528747046499	0.601956495948335	1	3	3	3	2	1	3	3	WT	yeast
YGR276C	YGR276C	NA	NA	YGR276C	SSY5-WT	-0.857553127685098	0.270029354469177	0.447241717820215	no	-0.857553127685098	0.447241717820215	1	3	3	3	2	1	3	3	WT	yeast
YGR277C	YGR277C	NA	NA	YGR277C	IRA2-WT	-0.89883304634701	0.197974384452597	0.377683735781342	no	-0.89883304634701	0.377683735781342	3	3	3	2	3	3	3	3	WT	yeast
YGR277C	YGR277C	NA	NA	YGR277C	POP1-WT	-1.26234675242992	0.0779869835906934	0.193326253885528	no	-1.26234675242992	0.193326253885528	3	3	3	2	3	3	3	3	WT	yeast
YGR277C	YGR277C	NA	NA	YGR277C	SAP155-WT	-0.986667616229585	0.159926344702626	0.260473029074291	no	-0.986667616229585	0.260473029074291	3	3	3	2	3	3	3	3	WT	yeast
YGR277C	YGR277C	NA	NA	YGR277C	RAS21-WT	-0.853884010970172	0.220106411396072	0.413102846964909	no	-0.853884010970172	0.413102846964909	3	3	3	2	3	3	3	3	WT	yeast
YGR277C	YGR277C	NA	NA	YGR277C	SIT4-WT	0.0188451853921927	0.977841553877822	0.989269386607208	no	0.0188451853921927	0.989269386607208	3	3	3	2	3	3	3	3	SIT4	yeast
YGR277C	YGR277C	NA	NA	YGR277C	RAS22-WT	-0.645358551031115	0.40063683052908	0.569648403996897	no	-0.645358551031115	0.569648403996897	3	3	3	2	3	3	3	3	WT	yeast
YGR277C	YGR277C	NA	NA	YGR277C	SSY5-WT	0.0624190010260579	0.926710420757504	0.952116347794017	no	0.0624190010260579	0.952116347794017	3	3	3	2	3	3	3	3	SSY5	yeast
YGR279C	YGR279C	NA	NA	YGR279C	RAS21-WT	-0.487468409919393	0.145650877786557	0.320100616797752	no	-0.487468409919393	0.320100616797752	3	3	3	3	3	3	3	3	WT	yeast
YGR279C	YGR279C	NA	NA	YGR279C	SIT4-WT	-0.334004781801656	0.310195478709373	0.509859277346989	no	-0.334004781801656	0.509859277346989	3	3	3	3	3	3	3	3	WT	yeast
YGR279C	YGR279C	NA	NA	YGR279C	SAP155-WT	-0.504888363138032	0.132703839001056	0.224768870963946	no	-0.504888363138032	0.224768870963946	3	3	3	3	3	3	3	3	WT	yeast
YGR279C	YGR279C	NA	NA	YGR279C	IRA2-WT	-0.479525747564525	0.15189712850914	0.317458238694963	no	-0.479525747564525	0.317458238694963	3	3	3	3	3	3	3	3	WT	yeast
YGR279C	YGR279C	NA	NA	YGR279C	SSY5-WT	-0.240931476131787	0.46063966941548	0.62081890651244	no	-0.240931476131787	0.62081890651244	3	3	3	3	3	3	3	3	WT	yeast
YGR279C	YGR279C	NA	NA	YGR279C	POP1-WT	-0.416699460423536	0.209514686712345	0.383698840834759	no	-0.416699460423536	0.383698840834759	3	3	3	3	3	3	3	3	WT	yeast
YGR279C	YGR279C	NA	NA	YGR279C	RAS22-WT	-0.0148784394332951	0.963341664463703	0.980523275017576	no	-0.0148784394332951	0.980523275017576	3	3	3	3	3	3	3	3	WT	yeast
YGR280C	YGR280C	NA	NA	YGR280C	POP1-WT	-1.01216810965822	0.109364168100743	0.247262441878679	no	-1.01216810965822	0.247262441878679	3	3	2	3	3	3	3	3	WT	yeast
YGR280C	YGR280C	NA	NA	YGR280C	IRA2-WT	-0.171938404180356	0.750956281391537	0.858235750161757	no	-0.171938404180356	0.858235750161757	3	3	2	3	3	3	3	3	WT	yeast
YGR280C	YGR280C	NA	NA	YGR280C	SSY5-WT	-0.214495723900311	0.692432449510745	0.809087184625241	no	-0.214495723900311	0.809087184625241	3	3	2	3	3	3	3	3	WT	yeast
YGR280C	YGR280C	NA	NA	YGR280C	SIT4-WT	-0.441957042822069	0.419040177473275	0.615524514082634	no	-0.441957042822069	0.615524514082634	3	3	2	3	3	3	3	3	WT	yeast
YGR280C	YGR280C	NA	NA	YGR280C	RAS21-WT	-0.851279519581019	0.130330414955374	0.296548915188315	no	-0.851279519581019	0.296548915188315	3	3	2	3	3	3	3	3	WT	yeast
YGR280C	YGR280C	NA	NA	YGR280C	SAP155-WT	-1.04292257814404	0.0687392646154315	0.133448034197187	no	-1.04292257814404	0.133448034197187	3	3	2	3	3	3	3	3	WT	yeast
YGR280C	YGR280C	NA	NA	YGR280C	RAS22-WT	-0.585548582264547	0.288290550908696	0.459617506877292	no	-0.585548582264547	0.459617506877292	3	3	2	3	3	3	3	3	WT	yeast
YGR281W	YGR281W	NA	NA	YGR281W	RAS22-WT	-Inf	NA	0	yes	-7.7628035415541	0.0471138	2	1	2	0	2	3	2	3	WT	yeast
YGR281W	YGR281W	NA	NA	YGR281W	IRA2-WT	-0.323487807142844	0.563975807373888	0.731579463047467	no	-0.323487807142844	0.731579463047467	2	1	2	0	2	3	2	3	WT	yeast
