RUN	Protein	LogIntensities	NumMeasuredFeature	MissingPercentage	more50missing	NumImputedFeature	originalRUN	GROUP	GROUP_ORIGINAL	SUBJECT_ORIGINAL	SUBJECT_NESTED	SUBJECT
2	YNL292W	24.2452298197864	6	0.6	TRUE	9	5	1	IRA2	IRA2-2	1.5	5
3	YNL292W	24.1908909893054	7	0.533333333333333	TRUE	8	6	1	IRA2	IRA2-3	1.6	6
4	YNL292W	23.8714568207223	6	0.6	TRUE	9	16	2	POP1	POP1-1	2.16	16
5	YNL292W	23.9653961882462	6	0.6	TRUE	9	17	2	POP1	POP1-2	2.17	17
6	YNL292W	23.5730736249705	6	0.6	TRUE	9	18	2	POP1	POP1-3	2.18	18
7	YNL292W	24.0489657953763	7	0.533333333333333	TRUE	8	7	3	RAS21	RAS21-1	3.7	7
8	YNL292W	24.0854153938602	8	0.466666666666667	FALSE	7	8	3	RAS21	RAS21-2	3.8	8
9	YNL292W	24.0199551531334	7	0.533333333333333	TRUE	8	9	3	RAS21	RAS21-3	3.9	9
10	YNL292W	23.9876893425074	6	0.6	TRUE	9	10	4	RAS22	RAS22-1	4.10	10
11	YNL292W	24.1274089282294	7	0.533333333333333	TRUE	8	11	4	RAS22	RAS22-2	4.11	11
12	YNL292W	23.9400578578184	6	0.6	TRUE	9	12	4	RAS22	RAS22-3	4.12	12
13	YNL292W	23.3288465255655	5	0.666666666666667	TRUE	10	22	5	SAP155	SAP155-1	5.22	22
14	YNL292W	24.0286252433402	7	0.533333333333333	TRUE	8	23	5	SAP155	SAP155-2	5.23	23
15	YNL292W	23.9435359610536	7	0.533333333333333	TRUE	8	24	5	SAP155	SAP155-3	5.24	24
16	YNL292W	23.2087448313133	4	0.733333333333333	TRUE	11	19	6	SIT4	SIT4-1	6.19	19
17	YNL292W	23.0038275810913	3	0.8	TRUE	12	20	6	SIT4	SIT4-2	6.20	20
18	YNL292W	23.4147086802958	5	0.666666666666667	TRUE	10	21	6	SIT4	SIT4-3	6.21	21
19	YNL292W	24.2502815856602	7	0.533333333333333	TRUE	8	13	7	SSY5	SSY5-1	7.13	13
20	YNL292W	23.8794630651836	7	0.533333333333333	TRUE	8	14	7	SSY5	SSY5-2	7.14	14
21	YNL292W	23.9594392066991	6	0.6	TRUE	9	15	7	SSY5	SSY5-3	7.15	15
22	YNL292W	22.8616967868491	3	0.8	TRUE	12	1	8	WT	WT-1	8.1	1
23	YNL292W	25.4210303482123	12	0.2	FALSE	3	2	8	WT	WT-2	8.2	2
24	YNL292W	24.702851019727	8	0.466666666666667	FALSE	7	3	8	WT	WT-3	8.3	3
2	YNL297C	25.9621417557166	1	0	FALSE	0	5	1	IRA2	IRA2-2	1.5	5
7	YNL297C	26.1978831505057	1	0	FALSE	0	7	3	RAS21	RAS21-1	3.7	7
9	YNL297C	26.6392085577601	1	0	FALSE	0	9	3	RAS21	RAS21-3	3.9	9
10	YNL297C	25.6616685887655	1	0	FALSE	0	10	4	RAS22	RAS22-1	4.10	10
11	YNL297C	25.8859503706773	1	0	FALSE	0	11	4	RAS22	RAS22-2	4.11	11
16	YNL297C	25.6728918189138	1	0	FALSE	0	19	6	SIT4	SIT4-1	6.19	19
17	YNL297C	26.765351227715	1	0	FALSE	0	20	6	SIT4	SIT4-2	6.20	20
21	YNL297C	25.9139914828218	1	0	FALSE	0	15	7	SSY5	SSY5-3	7.15	15
1	YNL298W	23.9847937832394	2	0.666666666666667	TRUE	4	4	1	IRA2	IRA2-1	1.4	4
2	YNL298W	23.5264198821372	1	0.833333333333333	TRUE	5	5	1	IRA2	IRA2-2	1.5	5
3	YNL298W	24.2246100231084	2	0.666666666666667	TRUE	4	6	1	IRA2	IRA2-3	1.6	6
5	YNL298W	24.0889897224063	3	0.5	TRUE	3	17	2	POP1	POP1-2	2.17	17
6	YNL298W	22.8402798743052	1	0.833333333333333	TRUE	5	18	2	POP1	POP1-3	2.18	18
7	YNL298W	24.0657062688781	3	0.5	TRUE	3	7	3	RAS21	RAS21-1	3.7	7
8	YNL298W	23.4846283757623	1	0.833333333333333	TRUE	5	8	3	RAS21	RAS21-2	3.8	8
10	YNL298W	23.2934394866259	1	0.833333333333333	TRUE	5	10	4	RAS22	RAS22-1	4.10	10
11	YNL298W	23.8305311042508	2	0.666666666666667	TRUE	4	11	4	RAS22	RAS22-2	4.11	11
12	YNL298W	23.1636560172486	1	0.833333333333333	TRUE	5	12	4	RAS22	RAS22-3	4.12	12
15	YNL298W	23.4610538941757	1	0.833333333333333	TRUE	5	24	5	SAP155	SAP155-3	5.24	24
18	YNL298W	24.1306094715315	3	0.5	TRUE	3	21	6	SIT4	SIT4-3	6.21	21
20	YNL298W	23.5916371153697	1	0.833333333333333	TRUE	5	14	7	SSY5	SSY5-2	7.14	14
21	YNL298W	23.4731514282934	1	0.833333333333333	TRUE	5	15	7	SSY5	SSY5-3	7.15	15
22	YNL298W	23.8441706259921	2	0.666666666666667	TRUE	4	1	8	WT	WT-1	8.1	1
23	YNL298W	24.4266449304517	3	0.5	TRUE	3	2	8	WT	WT-2	8.2	2
24	YNL298W	24.7260800623824	4	0.333333333333333	FALSE	2	3	8	WT	WT-3	8.3	3
5	YNL306W	25.3850068683855	1	0.666666666666667	TRUE	2	17	2	POP1	POP1-2	2.17	17
9	YNL306W	25.1191537071838	1	0.666666666666667	TRUE	2	9	3	RAS21	RAS21-3	3.9	9
10	YNL306W	25.2016576410171	1	0.666666666666667	TRUE	2	10	4	RAS22	RAS22-1	4.10	10
11	YNL306W	25.1421452946156	1	0.666666666666667	TRUE	2	11	4	RAS22	RAS22-2	4.11	11
16	YNL306W	24.9719990045095	1	0.666666666666667	TRUE	2	19	6	SIT4	SIT4-1	6.19	19
18	YNL306W	25.0001811430857	1	0.666666666666667	TRUE	2	21	6	SIT4	SIT4-3	6.21	21
22	YNL306W	25.8989976052841	2	0.333333333333333	FALSE	1	1	8	WT	WT-1	8.1	1
23	YNL306W	25.7647305444588	3	0	FALSE	0	2	8	WT	WT-2	8.2	2
24	YNL306W	25.6510116627114	2	0.333333333333333	FALSE	1	3	8	WT	WT-3	8.3	3
1	YNL307C	24.6377383380638	6	0.714285714285714	TRUE	15	4	1	IRA2	IRA2-1	1.4	4
2	YNL307C	24.5525251155617	6	0.714285714285714	TRUE	15	5	1	IRA2	IRA2-2	1.5	5
3	YNL307C	25.3087908719385	10	0.523809523809524	TRUE	11	6	1	IRA2	IRA2-3	1.6	6
4	YNL307C	24.8500874720358	7	0.666666666666667	TRUE	14	16	2	POP1	POP1-1	2.16	16
5	YNL307C	25.3198025016052	8	0.619047619047619	TRUE	13	17	2	POP1	POP1-2	2.17	17
6	YNL307C	25.2985277158026	9	0.571428571428571	TRUE	12	18	2	POP1	POP1-3	2.18	18
7	YNL307C	25.5494118224999	10	0.523809523809524	TRUE	11	7	3	RAS21	RAS21-1	3.7	7
8	YNL307C	25.1606070811098	9	0.571428571428571	TRUE	12	8	3	RAS21	RAS21-2	3.8	8
9	YNL307C	25.4874865892869	11	0.476190476190476	FALSE	10	9	3	RAS21	RAS21-3	3.9	9
10	YNL307C	25.1164050781157	9	0.571428571428571	TRUE	12	10	4	RAS22	RAS22-1	4.10	10
11	YNL307C	25.6119875958401	12	0.428571428571429	FALSE	9	11	4	RAS22	RAS22-2	4.11	11
12	YNL307C	25.2762673165087	10	0.523809523809524	TRUE	11	12	4	RAS22	RAS22-3	4.12	12
13	YNL307C	24.9675425813944	9	0.571428571428571	TRUE	12	22	5	SAP155	SAP155-1	5.22	22
14	YNL307C	24.939234137068	9	0.571428571428571	TRUE	12	23	5	SAP155	SAP155-2	5.23	23
15	YNL307C	25.0439213222145	10	0.523809523809524	TRUE	11	24	5	SAP155	SAP155-3	5.24	24
16	YNL307C	25.238276050359	10	0.523809523809524	TRUE	11	19	6	SIT4	SIT4-1	6.19	19
17	YNL307C	25.540829962842	12	0.428571428571429	FALSE	9	20	6	SIT4	SIT4-2	6.20	20
18	YNL307C	25.3331101703696	10	0.523809523809524	TRUE	11	21	6	SIT4	SIT4-3	6.21	21
19	YNL307C	25.2410627321412	8	0.619047619047619	TRUE	13	13	7	SSY5	SSY5-1	7.13	13
20	YNL307C	25.9271363768656	13	0.380952380952381	FALSE	8	14	7	SSY5	SSY5-2	7.14	14
21	YNL307C	25.386849114484	10	0.523809523809524	TRUE	11	15	7	SSY5	SSY5-3	7.15	15
22	YNL307C	25.6989614863707	10	0.523809523809524	TRUE	11	1	8	WT	WT-1	8.1	1
23	YNL307C	26.2198485510102	14	0.333333333333333	FALSE	7	2	8	WT	WT-2	8.2	2
24	YNL307C	26.0127932965832	11	0.476190476190476	FALSE	10	3	8	WT	WT-3	8.3	3
1	YNL308C	25.1669403368277	11	0.352941176470588	FALSE	6	4	1	IRA2	IRA2-1	1.4	4
2	YNL308C	24.9256628439531	8	0.529411764705882	TRUE	9	5	1	IRA2	IRA2-2	1.5	5
3	YNL308C	24.3797658538158	5	0.705882352941176	TRUE	12	6	1	IRA2	IRA2-3	1.6	6
4	YNL308C	24.4327475170515	7	0.588235294117647	TRUE	10	16	2	POP1	POP1-1	2.16	16
5	YNL308C	24.7577357943123	10	0.411764705882353	FALSE	7	17	2	POP1	POP1-2	2.17	17
6	YNL308C	24.6404729728979	7	0.588235294117647	TRUE	10	18	2	POP1	POP1-3	2.18	18
7	YNL308C	24.5349952369081	7	0.588235294117647	TRUE	10	7	3	RAS21	RAS21-1	3.7	7
8	YNL308C	24.4080500083399	5	0.705882352941176	TRUE	12	8	3	RAS21	RAS21-2	3.8	8
9	YNL308C	24.3077662292745	6	0.647058823529412	TRUE	11	9	3	RAS21	RAS21-3	3.9	9
10	YNL308C	24.3993177854646	7	0.588235294117647	TRUE	10	10	4	RAS22	RAS22-1	4.10	10
11	YNL308C	24.3091328624034	5	0.705882352941176	TRUE	12	11	4	RAS22	RAS22-2	4.11	11
12	YNL308C	23.877974304531	5	0.705882352941176	TRUE	12	12	4	RAS22	RAS22-3	4.12	12
13	YNL308C	24.3052299323213	5	0.705882352941176	TRUE	12	22	5	SAP155	SAP155-1	5.22	22
14	YNL308C	24.1113932933206	5	0.705882352941176	TRUE	12	23	5	SAP155	SAP155-2	5.23	23
15	YNL308C	24.1262502865723	5	0.705882352941176	TRUE	12	24	5	SAP155	SAP155-3	5.24	24
16	YNL308C	25.2092825536797	11	0.352941176470588	FALSE	6	19	6	SIT4	SIT4-1	6.19	19
17	YNL308C	24.8188103586841	9	0.470588235294118	FALSE	8	20	6	SIT4	SIT4-2	6.20	20
18	YNL308C	24.4068351602483	6	0.647058823529412	TRUE	11	21	6	SIT4	SIT4-3	6.21	21
19	YNL308C	24.6018566303016	7	0.588235294117647	TRUE	10	13	7	SSY5	SSY5-1	7.13	13
20	YNL308C	24.6659765085823	7	0.588235294117647	TRUE	10	14	7	SSY5	SSY5-2	7.14	14
21	YNL308C	25.220164879326	11	0.352941176470588	FALSE	6	15	7	SSY5	SSY5-3	7.15	15
22	YNL308C	24.7627701117833	9	0.470588235294118	FALSE	8	1	8	WT	WT-1	8.1	1
23	YNL308C	25.5233409918689	9	0.470588235294118	FALSE	8	2	8	WT	WT-2	8.2	2
24	YNL308C	24.8779254302376	8	0.529411764705882	TRUE	9	3	8	WT	WT-3	8.3	3
7	YNL309W	24.4225193668766	1	0.666666666666667	TRUE	2	7	3	RAS21	RAS21-1	3.7	7
8	YNL309W	24.3253332876869	2	0.333333333333333	FALSE	1	8	3	RAS21	RAS21-2	3.8	8
10	YNL309W	24.1747083305178	1	0.666666666666667	TRUE	2	10	4	RAS22	RAS22-1	4.10	10
11	YNL309W	25.676570196937	2	0.333333333333333	FALSE	1	11	4	RAS22	RAS22-2	4.11	11
15	YNL309W	24.158814851933	1	0.666666666666667	TRUE	2	24	5	SAP155	SAP155-3	5.24	24
19	YNL309W	24.0418437277439	1	0.666666666666667	TRUE	2	13	7	SSY5	SSY5-1	7.13	13
20	YNL309W	24.0471923257667	1	0.666666666666667	TRUE	2	14	7	SSY5	SSY5-2	7.14	14
22	YNL309W	24.4303276159657	1	0.666666666666667	TRUE	2	1	8	WT	WT-1	8.1	1
24	YNL309W	25.156980703157	2	0.333333333333333	FALSE	1	3	8	WT	WT-3	8.3	3
2	YNL310C	23.7490864480966	2	0.333333333333333	FALSE	1	5	1	IRA2	IRA2-2	1.5	5
4	YNL310C	23.42177373749	1	0.666666666666667	TRUE	2	16	2	POP1	POP1-1	2.16	16
5	YNL310C	23.4973058580315	1	0.666666666666667	TRUE	2	17	2	POP1	POP1-2	2.17	17
6	YNL310C	23.4132357099321	1	0.666666666666667	TRUE	2	18	2	POP1	POP1-3	2.18	18
8	YNL310C	23.2203810714049	1	0.666666666666667	TRUE	2	8	3	RAS21	RAS21-2	3.8	8
10	YNL310C	23.5236366227682	1	0.666666666666667	TRUE	2	10	4	RAS22	RAS22-1	4.10	10
12	YNL310C	23.1883047088957	1	0.666666666666667	TRUE	2	12	4	RAS22	RAS22-3	4.12	12
13	YNL310C	23.785335920129	1	0.666666666666667	TRUE	2	22	5	SAP155	SAP155-1	5.22	22
15	YNL310C	23.3897259497657	1	0.666666666666667	TRUE	2	24	5	SAP155	SAP155-3	5.24	24
16	YNL310C	24.1235126129272	2	0.333333333333333	FALSE	1	19	6	SIT4	SIT4-1	6.19	19
17	YNL310C	23.8434027936494	2	0.333333333333333	FALSE	1	20	6	SIT4	SIT4-2	6.20	20
19	YNL310C	22.3655410114155	1	0.666666666666667	TRUE	2	13	7	SSY5	SSY5-1	7.13	13
21	YNL310C	23.0530919453684	1	0.666666666666667	TRUE	2	15	7	SSY5	SSY5-3	7.15	15
22	YNL310C	23.4284714709508	1	0.666666666666667	TRUE	2	1	8	WT	WT-1	8.1	1
24	YNL310C	24.6190640464738	3	0	FALSE	0	3	8	WT	WT-3	8.3	3
1	YNL312W	25.5499413081309	7	0.416666666666667	FALSE	5	4	1	IRA2	IRA2-1	1.4	4
2	YNL312W	25.6030045079806	7	0.416666666666667	FALSE	5	5	1	IRA2	IRA2-2	1.5	5
3	YNL312W	24.4138478886969	3	0.75	TRUE	9	6	1	IRA2	IRA2-3	1.6	6
4	YNL312W	24.9545206036552	5	0.583333333333333	TRUE	7	16	2	POP1	POP1-1	2.16	16
5	YNL312W	26.1217754972144	7	0.416666666666667	FALSE	5	17	2	POP1	POP1-2	2.17	17
6	YNL312W	25.6786904444695	6	0.5	TRUE	6	18	2	POP1	POP1-3	2.18	18
7	YNL312W	25.2650694192045	5	0.583333333333333	TRUE	7	7	3	RAS21	RAS21-1	3.7	7
8	YNL312W	25.8801091438833	6	0.5	TRUE	6	8	3	RAS21	RAS21-2	3.8	8
9	YNL312W	25.802710256453	6	0.5	TRUE	6	9	3	RAS21	RAS21-3	3.9	9
10	YNL312W	25.5687518136261	6	0.5	TRUE	6	10	4	RAS22	RAS22-1	4.10	10
11	YNL312W	25.758478790054	6	0.5	TRUE	6	11	4	RAS22	RAS22-2	4.11	11
12	YNL312W	26.1655462681059	8	0.333333333333333	FALSE	4	12	4	RAS22	RAS22-3	4.12	12
13	YNL312W	25.3680150175054	5	0.583333333333333	TRUE	7	22	5	SAP155	SAP155-1	5.22	22
14	YNL312W	25.1881499506963	4	0.666666666666667	TRUE	8	23	5	SAP155	SAP155-2	5.23	23
15	YNL312W	25.2397303725613	5	0.583333333333333	TRUE	7	24	5	SAP155	SAP155-3	5.24	24
16	YNL312W	26.133370763783	8	0.333333333333333	FALSE	4	19	6	SIT4	SIT4-1	6.19	19
17	YNL312W	26.0175477723744	6	0.5	TRUE	6	20	6	SIT4	SIT4-2	6.20	20
18	YNL312W	26.4364759623375	8	0.333333333333333	FALSE	4	21	6	SIT4	SIT4-3	6.21	21
19	YNL312W	24.4101943424843	4	0.666666666666667	TRUE	8	13	7	SSY5	SSY5-1	7.13	13
20	YNL312W	23.8817195398005	3	0.75	TRUE	9	14	7	SSY5	SSY5-2	7.14	14
21	YNL312W	25.2678580127933	6	0.5	TRUE	6	15	7	SSY5	SSY5-3	7.15	15
22	YNL312W	25.4843056171245	5	0.583333333333333	TRUE	7	1	8	WT	WT-1	8.1	1
23	YNL312W	26.259072497029	8	0.333333333333333	FALSE	4	2	8	WT	WT-2	8.2	2
24	YNL312W	25.4325164300262	6	0.5	TRUE	6	3	8	WT	WT-3	8.3	3
2	YNL313C	22.08871197628	1	0.888888888888889	TRUE	8	5	1	IRA2	IRA2-2	1.5	5
3	YNL313C	24.0799352652004	3	0.666666666666667	TRUE	6	6	1	IRA2	IRA2-3	1.6	6
4	YNL313C	22.7184767446742	2	0.777777777777778	TRUE	7	16	2	POP1	POP1-1	2.16	16
5	YNL313C	21.9564438367112	1	0.888888888888889	TRUE	8	17	2	POP1	POP1-2	2.17	17
6	YNL313C	22.0524705616044	1	0.888888888888889	TRUE	8	18	2	POP1	POP1-3	2.18	18
7	YNL313C	22.2141285955325	1	0.888888888888889	TRUE	8	7	3	RAS21	RAS21-1	3.7	7
8	YNL313C	23.1557423273209	2	0.777777777777778	TRUE	7	8	3	RAS21	RAS21-2	3.8	8
9	YNL313C	22.5473106878524	1	0.888888888888889	TRUE	8	9	3	RAS21	RAS21-3	3.9	9
10	YNL313C	22.9172197978582	2	0.777777777777778	TRUE	7	10	4	RAS22	RAS22-1	4.10	10
11	YNL313C	23.1004360315956	2	0.777777777777778	TRUE	7	11	4	RAS22	RAS22-2	4.11	11
12	YNL313C	22.2573887196629	1	0.888888888888889	TRUE	8	12	4	RAS22	RAS22-3	4.12	12
13	YNL313C	22.7503888399409	2	0.777777777777778	TRUE	7	22	5	SAP155	SAP155-1	5.22	22
14	YNL313C	22.0461044337064	1	0.888888888888889	TRUE	8	23	5	SAP155	SAP155-2	5.23	23
16	YNL313C	23.5594631156702	3	0.666666666666667	TRUE	6	19	6	SIT4	SIT4-1	6.19	19
18	YNL313C	23.4108460855551	2	0.777777777777778	TRUE	7	21	6	SIT4	SIT4-3	6.21	21
19	YNL313C	22.1775035482131	1	0.888888888888889	TRUE	8	13	7	SSY5	SSY5-1	7.13	13
20	YNL313C	23.8935119778286	4	0.555555555555556	TRUE	5	14	7	SSY5	SSY5-2	7.14	14
21	YNL313C	22.9326698716181	2	0.777777777777778	TRUE	7	15	7	SSY5	SSY5-3	7.15	15
22	YNL313C	22.9738294805966	2	0.777777777777778	TRUE	7	1	8	WT	WT-1	8.1	1
23	YNL313C	24.100511471838	5	0.444444444444444	FALSE	4	2	8	WT	WT-2	8.2	2
24	YNL313C	22.0434440522308	1	0.888888888888889	TRUE	8	3	8	WT	WT-3	8.3	3
1	YNL315C	23.0407729271154	1	0.875	TRUE	7	4	1	IRA2	IRA2-1	1.4	4
2	YNL315C	23.101607275988	1	0.875	TRUE	7	5	1	IRA2	IRA2-2	1.5	5
3	YNL315C	22.885382243925	1	0.875	TRUE	7	6	1	IRA2	IRA2-3	1.6	6
4	YNL315C	23.7135769064021	2	0.75	TRUE	6	16	2	POP1	POP1-1	2.16	16
5	YNL315C	22.7826877594045	1	0.875	TRUE	7	17	2	POP1	POP1-2	2.17	17
6	YNL315C	24.045940370891	3	0.625	TRUE	5	18	2	POP1	POP1-3	2.18	18
7	YNL315C	24.0938402459192	2	0.75	TRUE	6	7	3	RAS21	RAS21-1	3.7	7
8	YNL315C	24.5323773596032	3	0.625	TRUE	5	8	3	RAS21	RAS21-2	3.8	8
9	YNL315C	24.8232806777942	4	0.5	TRUE	4	9	3	RAS21	RAS21-3	3.9	9
10	YNL315C	24.7468415104692	4	0.5	TRUE	4	10	4	RAS22	RAS22-1	4.10	10
11	YNL315C	24.6389260590294	3	0.625	TRUE	5	11	4	RAS22	RAS22-2	4.11	11
12	YNL315C	25.4188007978085	5	0.375	FALSE	3	12	4	RAS22	RAS22-3	4.12	12
13	YNL315C	23.8529769320871	1	0.875	TRUE	7	22	5	SAP155	SAP155-1	5.22	22
14	YNL315C	23.8812333133756	2	0.75	TRUE	6	23	5	SAP155	SAP155-2	5.23	23
15	YNL315C	24.4140544081485	3	0.625	TRUE	5	24	5	SAP155	SAP155-3	5.24	24
16	YNL315C	25.8385764236988	5	0.375	FALSE	3	19	6	SIT4	SIT4-1	6.19	19
17	YNL315C	25.9388484660946	5	0.375	FALSE	3	20	6	SIT4	SIT4-2	6.20	20
18	YNL315C	26.0093793337543	6	0.25	FALSE	2	21	6	SIT4	SIT4-3	6.21	21
19	YNL315C	24.022269465407	3	0.625	TRUE	5	13	7	SSY5	SSY5-1	7.13	13
20	YNL315C	23.2452010487781	1	0.875	TRUE	7	14	7	SSY5	SSY5-2	7.14	14
21	YNL315C	23.6624342509603	2	0.75	TRUE	6	15	7	SSY5	SSY5-3	7.15	15
22	YNL315C	23.1875849033629	1	0.875	TRUE	7	1	8	WT	WT-1	8.1	1
23	YNL315C	24.3189392376837	3	0.625	TRUE	5	2	8	WT	WT-2	8.2	2
24	YNL315C	24.3122878419225	3	0.625	TRUE	5	3	8	WT	WT-3	8.3	3
10	YNL317W	24.4344108678995	1	0.5	TRUE	1	10	4	RAS22	RAS22-1	4.10	10
17	YNL317W	25.1036521406564	1	0.5	TRUE	1	20	6	SIT4	SIT4-2	6.20	20
22	YNL317W	24.3331257782617	1	0.5	TRUE	1	1	8	WT	WT-1	8.1	1
23	YNL317W	25.4844907074947	1	0.5	TRUE	1	2	8	WT	WT-2	8.2	2
1	YNL323W	26.4570067175485	1	0	FALSE	0	4	1	IRA2	IRA2-1	1.4	4
3	YNL323W	26.6121041295174	1	0	FALSE	0	6	1	IRA2	IRA2-3	1.6	6
5	YNL323W	25.7815829756064	1	0	FALSE	0	17	2	POP1	POP1-2	2.17	17
6	YNL323W	25.4753382167492	1	0	FALSE	0	18	2	POP1	POP1-3	2.18	18
7	YNL323W	26.778107694485	1	0	FALSE	0	7	3	RAS21	RAS21-1	3.7	7
8	YNL323W	26.2316917240156	1	0	FALSE	0	8	3	RAS21	RAS21-2	3.8	8
9	YNL323W	26.3052814674514	1	0	FALSE	0	9	3	RAS21	RAS21-3	3.9	9
11	YNL323W	25.152310601959	1	0	FALSE	0	11	4	RAS22	RAS22-2	4.11	11
17	YNL323W	27.1635299642366	1	0	FALSE	0	20	6	SIT4	SIT4-2	6.20	20
18	YNL323W	27.0514183781085	1	0	FALSE	0	21	6	SIT4	SIT4-3	6.21	21
19	YNL323W	27.0716949177785	1	0	FALSE	0	13	7	SSY5	SSY5-1	7.13	13
20	YNL323W	27.0070721352365	1	0	FALSE	0	14	7	SSY5	SSY5-2	7.14	14
21	YNL323W	27.2374521825325	1	0	FALSE	0	15	7	SSY5	SSY5-3	7.15	15
22	YNL323W	25.464650106277	1	0	FALSE	0	1	8	WT	WT-1	8.1	1
23	YNL323W	26.0658760470356	1	0	FALSE	0	2	8	WT	WT-2	8.2	2
24	YNL323W	25.5573037552179	1	0	FALSE	0	3	8	WT	WT-3	8.3	3
2	YNL327W	23.7066620586556	2	0.333333333333333	FALSE	1	5	1	IRA2	IRA2-2	1.5	5
4	YNL327W	23.5088326186661	1	0.666666666666667	TRUE	2	16	2	POP1	POP1-1	2.16	16
5	YNL327W	23.8528623544281	1	0.666666666666667	TRUE	2	17	2	POP1	POP1-2	2.17	17
7	YNL327W	23.4500667134326	1	0.666666666666667	TRUE	2	7	3	RAS21	RAS21-1	3.7	7
14	YNL327W	24.0579653913932	1	0.666666666666667	TRUE	2	23	5	SAP155	SAP155-2	5.23	23
16	YNL327W	24.0294380137471	1	0.666666666666667	TRUE	2	19	6	SIT4	SIT4-1	6.19	19
17	YNL327W	23.6446001058149	1	0.666666666666667	TRUE	2	20	6	SIT4	SIT4-2	6.20	20
18	YNL327W	23.9353120658031	1	0.666666666666667	TRUE	2	21	6	SIT4	SIT4-3	6.21	21
21	YNL327W	22.9548749067334	1	0.666666666666667	TRUE	2	15	7	SSY5	SSY5-3	7.15	15
24	YNL327W	24.3763454568698	2	0.333333333333333	FALSE	1	3	8	WT	WT-3	8.3	3
1	YNL330C	24.2210255384359	1	0.888888888888889	TRUE	8	4	1	IRA2	IRA2-1	1.4	4
2	YNL330C	24.4835751201622	1	0.888888888888889	TRUE	8	5	1	IRA2	IRA2-2	1.5	5
3	YNL330C	24.2412736764214	1	0.888888888888889	TRUE	8	6	1	IRA2	IRA2-3	1.6	6
5	YNL330C	25.0707870246115	3	0.666666666666667	TRUE	6	17	2	POP1	POP1-2	2.17	17
6	YNL330C	24.6816735264382	2	0.777777777777778	TRUE	7	18	2	POP1	POP1-3	2.18	18
7	YNL330C	24.7398960255011	2	0.777777777777778	TRUE	7	7	3	RAS21	RAS21-1	3.7	7
8	YNL330C	25.3145342996682	3	0.666666666666667	TRUE	6	8	3	RAS21	RAS21-2	3.8	8
9	YNL330C	24.3951953590893	1	0.888888888888889	TRUE	8	9	3	RAS21	RAS21-3	3.9	9
10	YNL330C	24.1229473167843	1	0.888888888888889	TRUE	8	10	4	RAS22	RAS22-1	4.10	10
11	YNL330C	24.5864478886742	2	0.777777777777778	TRUE	7	11	4	RAS22	RAS22-2	4.11	11
12	YNL330C	25.4766869498518	3	0.666666666666667	TRUE	6	12	4	RAS22	RAS22-3	4.12	12
13	YNL330C	24.1961711031266	1	0.888888888888889	TRUE	8	22	5	SAP155	SAP155-1	5.22	22
14	YNL330C	25.3377918146614	4	0.555555555555556	TRUE	5	23	5	SAP155	SAP155-2	5.23	23
15	YNL330C	24.8381082807262	2	0.777777777777778	TRUE	7	24	5	SAP155	SAP155-3	5.24	24
16	YNL330C	25.5764704142232	4	0.555555555555556	TRUE	5	19	6	SIT4	SIT4-1	6.19	19
17	YNL330C	25.3744755980259	4	0.555555555555556	TRUE	5	20	6	SIT4	SIT4-2	6.20	20
18	YNL330C	25.7342673480634	5	0.444444444444444	FALSE	4	21	6	SIT4	SIT4-3	6.21	21
19	YNL330C	24.9889313396397	2	0.777777777777778	TRUE	7	13	7	SSY5	SSY5-1	7.13	13
20	YNL330C	25.4832144319611	4	0.555555555555556	TRUE	5	14	7	SSY5	SSY5-2	7.14	14
21	YNL330C	25.2947117013283	3	0.666666666666667	TRUE	6	15	7	SSY5	SSY5-3	7.15	15
22	YNL330C	24.581573846648	2	0.777777777777778	TRUE	7	1	8	WT	WT-1	8.1	1
23	YNL330C	26.3049392546923	6	0.333333333333333	FALSE	3	2	8	WT	WT-2	8.2	2
24	YNL330C	25.2423739075348	3	0.666666666666667	TRUE	6	3	8	WT	WT-3	8.3	3
1	YNR001C	25.9229528352114	14	0.461538461538462	FALSE	12	4	1	IRA2	IRA2-1	1.4	4
2	YNR001C	25.3489366834048	12	0.538461538461538	TRUE	14	5	1	IRA2	IRA2-2	1.5	5
3	YNR001C	25.587590345912	14	0.461538461538462	FALSE	12	6	1	IRA2	IRA2-3	1.6	6
4	YNR001C	26.4254091923146	16	0.384615384615385	FALSE	10	16	2	POP1	POP1-1	2.16	16
5	YNR001C	26.3364024447506	15	0.423076923076923	FALSE	11	17	2	POP1	POP1-2	2.17	17
6	YNR001C	26.5463489152275	16	0.384615384615385	FALSE	10	18	2	POP1	POP1-3	2.18	18
7	YNR001C	26.8790090691946	19	0.269230769230769	FALSE	7	7	3	RAS21	RAS21-1	3.7	7
8	YNR001C	26.6380662344749	19	0.269230769230769	FALSE	7	8	3	RAS21	RAS21-2	3.8	8
9	YNR001C	26.9737975314444	19	0.269230769230769	FALSE	7	9	3	RAS21	RAS21-3	3.9	9
10	YNR001C	27.1171329535693	17	0.346153846153846	FALSE	9	10	4	RAS22	RAS22-1	4.10	10
11	YNR001C	27.7318647821457	21	0.192307692307692	FALSE	5	11	4	RAS22	RAS22-2	4.11	11
12	YNR001C	27.2507192045822	18	0.307692307692308	FALSE	8	12	4	RAS22	RAS22-3	4.12	12
