Protein	IRA2	POP1	RAS21	RAS22	SAP155	SIT4	SSY5	WT
YHL009C	24.7209291421684	22.3902881613903	22.7488632787148	23.3844548456173	23.0124890027976	22.728295635758	22.5562194941319	24.120932076152
YHL011C	25.6814519125119	24.3786696402421	25.6907147453758	24.7699809579734	24.8638904263545	25.753163996509	25.6246062052668	25.7062565009245
YHL013C	23.5520087550515	23.7947463724224	23.8164633465315	23.7186076096051	23.5751982735579	23.5344964417075	24.541781309806	24.6391179731716
YHL015W	29.9239534210721	29.9288018490151	29.6722872879085	29.9069712216238	29.580308963047	29.6065814824473	29.7885953873306	29.6569136398513
YHL020C	22.8484953349067	22.8863881136088	23.0336854913753	22.4045485547214	22.4700665477633	23.0162333009953	23.3087494120919	25.0886814858042
YHL021C	23.6966005266351	25.6984683361832	24.9523643246505	26.9305487019438	26.316280915998	26.5246536298205	24.8187808026477	24.7436583939732
YHL025W	NA	NA	NA	NA	NA	26.3573645803575	NA	NA
YHL030W	22.2345842964113	21.8577418927697	22.98540929649	22.1227649219272	21.4086733697765	23.0032141113524	23.5337852793343	23.7754715536276
YHL031C	23.6805005161715	23.8610996315662	22.8329785996976	23.0245875006615	23.1803145265385	23.4545012966982	23.742386138629	23.3710004063766
YHL033C	28.4038866159053	27.6872361004477	28.5815881688318	28.0486257141522	27.9079804345128	27.666988315724	28.099386235345	28.0766023376363
YHL034C	26.1283229550511	26.359966969876	25.4598315677634	26.69780733915	26.3019719792152	25.9104570222723	26.8672255638525	26.9233066955906
YHL039W	24.2785671373476	23.408185905655	23.6038083002391	23.2540599206267	23.1523901543399	23.6686234871929	24.7770755898091	24.0576730367755
YHR001W	23.9560064409307	24.4879584845264	23.1955111893472	24.4818111142774	24.0805546294187	22.8647900771701	23.8341018086094	24.0635610844405
YHR001W-A	NA	23.8220109385233	NA	NA	NA	26.8975201516292	22.5102175850041	24.0333234247008
YHR003C	23.2370564592537	23.2160658790789	22.6246455414366	23.3419076217469	23.8391559467047	23.5010549547524	23.6434704086145	24.9334011030832
YHR005C	24.5201688729711	NA	24.5496729870974	24.2567490605529	23.9936140293698	24.2918665491685	24.8421207574362	24.2298531241743
YHR005C-A	24.3539807635119	24.2496888250895	23.8186159868611	24.4298049164747	24.6719995950061	26.2398879112342	24.2714567766079	25.2418126723948
YHR007C	26.2737425310037	23.811601871703	24.5544485541806	23.0927654411476	23.7288747176865	24.794106490685	25.3360721549816	25.7612261904378
YHR008C	26.0917389200222	26.6257984086344	26.2642909933291	27.7649971103795	27.5328627420481	28.1756304493107	25.6012530752296	26.6286277604397
YHR009C	23.7691452888459	24.8079863285941	24.1598560695052	24.8405598634185	24.4728661541152	24.9799311584742	24.8163544785857	25.6312694268615
YHR010W	27.7306069876811	27.3597277717544	26.1658792931691	27.2285717961701	27.4920335815024	26.8686209415349	27.0346316013961	26.5995355791323
YHR012W	24.555746059218	24.2148731755439	24.2491369186449	24.7060029030194	25.1788554064591	26.1809135933433	25.5101804684901	25.7737465618307
YHR013C	25.1890593567746	25.1450497917138	25.1269053061435	24.6142853142371	24.1109230168644	25.0981161574915	25.0049642827018	26.4589414339024
YHR016C	NA	23.3022128641989	22.4975761201655	24.1807575581275	23.1081404791939	23.5844974685147	NA	24.0512930571304
YHR018C	24.6415126189222	27.7028596577934	25.7090895447714	24.8275659653306	26.0057972198928	24.750209071864	26.9833272936373	25.1794578058638
YHR019C	26.6407751379384	26.9232948936027	26.6820971501173	25.9660331318068	26.0532018714735	26.4104097985201	27.0279511633011	27.0622872266721
YHR020W	27.8143384047948	27.544849958102	27.4649185728411	26.6920460028437	26.7405431504793	27.3197415669986	27.9841909850842	27.5097360447267
YHR023W	21.8576069047382	22.0279400107255	21.4995999131327	22.7224747985113	21.9412169165335	21.9395111829436	21.6456137543793	21.5891485491705
YHR024C	23.2194829246588	24.6115284075278	23.8406488663726	24.3167248438885	24.4454117072138	24.7399676897192	22.9920567588536	25.4839471473791
YHR025W	26.8625220731268	27.0333090535663	26.3971866338416	25.680104880218	26.117903484379	26.7034977625942	27.3865344118406	26.8943933298536
YHR027C	25.9142419718959	25.283077570455	25.7151765542582	25.2811188703365	24.7542096580065	26.1906420799743	25.6622098968171	26.2922384765429
YHR028C	22.7975798793809	22.9520618131208	23.3405286853757	23.7571311401059	22.5161619898137	23.5802951018001	23.1836744577345	23.8242095567004
YHR029C	23.9824361916719	26.8788786862217	25.1153677199383	24.1586902574648	25.3391485953353	24.1358222573159	26.0483417515107	24.2970876548496
YHR030C	23.4853339252463	22.8098569610028	25.476572813014	24.0052812315017	24.1860955639625	24.8042363048502	24.5610905813493	23.826482963676
YHR034C	23.018489956265	23.0871558969606	22.703889435722	23.0918633541575	22.4071823135767	22.7260257065098	22.1053095105992	24.357957569625
YHR037W	24.4302153558253	24.7068701310581	24.4755627190605	25.8007892197051	25.4962360545164	26.1223101021705	25.6102545951462	25.6003156003544
YHR038W	23.7664840148914	NA	24.289492194435	24.9795528613538	24.7587573940332	24.2341740675787	23.9667715505159	24.0071374095959
YHR039C	24.479383423887	24.0373807292791	24.7595861846653	23.8926387639048	24.4010629863712	24.3373730894188	25.6581057391547	24.422915429639
YHR039C-A	27.1491605099033	27.7788163788349	27.3798952727271	28.1405186317094	26.8938564771219	27.0419416033343	26.9984394277391	27.7108325203891
YHR041C	22.2597030626071	22.931281824402	23.1094820213927	23.2146232281956	22.5575892796681	23.3921040724308	23.0617399262266	24.6285328508083
YHR042W	26.2806355843987	25.6537665276635	26.5263244638323	26.1469600377738	25.9437217031763	26.4107219175549	26.4171423163542	26.8012902444143
YHR043C	NA	24.3826770878486	25.0125855078851	25.0212949974542	24.1938183386551	24.4182732571897	NA	NA
YHR045W	NA	NA	NA	NA	NA	NA	25.5467466046908	25.3540992428612
YHR046C	23.6328742741001	23.3508482699899	23.5914379658985	23.1258398719109	23.8804347573663	24.2293056549317	25.0564707726147	23.6575676291708
YHR047C	25.0965964028528	24.3580564515471	24.8426630624726	23.0955124903338	23.996923075918	24.8473805523281	25.6803634078028	24.4763798365734
YHR049W	26.9147954463776	26.0193653742618	26.2929284921217	26.0212962567142	26.2846850332256	25.8663357561696	26.0871820274711	27.3111075627053
YHR051W	25.73929056389	27.5001499543133	25.5590062768221	27.5636753060631	28.1196251852025	29.3621129270441	26.1109943339944	27.2062826177048
YHR052W	25.851952785393	25.0405686072176	25.4481301072172	24.8133168310192	24.6430538540002	24.9859760420593	25.8828217822233	26.1390238668502
YHR056C	NA	25.1669117667072	NA	NA	NA	22.6334997790725	24.2518833519525	23.4503507439114
YHR057C	24.2566006905447	23.2324761235636	23.8319271892786	24.8695107637175	23.5500472026949	24.7746452654063	23.4305622163146	25.2238709414657
YHR058C	26.4501045466225	27.2219927068421	NA	NA	25.1950695884987	26.347844393073	25.3093549066513	26.7792341383575
YHR059W	NA	NA	NA	24.5314485800354	23.8735565003368	24.5732081158909	NA	NA
YHR060W	24.6774488602447	25.2417653563898	24.4718120984319	25.2635929184847	24.340306677255	24.2751413710928	25.0528564408799	25.885769782813
YHR063C	25.5236418810695	26.2769791340106	25.930791942885	25.837271837567	25.2979887195434	25.7384869667937	25.76074227566	26.4285576265773
YHR064C	28.5597325798509	28.3616603699181	28.5226964040313	28.4036281360663	28.1405102249962	28.5766941652451	28.2869676493238	28.7631894309546
YHR065C	24.6347044018584	24.242102253272	24.3784024724936	23.448982436942	23.6002791424465	23.9847693708703	25.2005322273137	24.8918631788772
YHR066W	24.8052968544468	24.5105678155556	24.8266729166016	25.092263011414	24.1788201959239	24.5879073406906	26.0289418351378	25.8029844351276
YHR068W	26.9497262415025	26.5153752303137	26.7447154424916	26.1277564988496	26.4230734692747	26.6832044400865	26.9964420103111	27.1032853068588
YHR069C	23.7081020274794	22.6076440948268	23.4081469110215	22.998016017755	23.4558015264293	23.5051473116836	24.1815533448859	24.6821180026754
YHR070W	23.6887633321331	23.495342945317	23.7837934885576	22.833583956201	23.0492062843095	23.6974692648801	24.4323920476725	24.0770208861975
YHR072W-A	26.9465320650498	26.389595115876	26.466350622306	26.5659736057572	26.41537580918	26.3506554784572	26.4540335155069	26.7687034696123
YHR073W	23.5122467731339	22.3940901032947	24.178296859287	23.1462063078111	23.8274001338267	22.9983961725528	22.7059448164844	23.5706295921386
YHR074W	23.8977622291628	22.7601935596324	24.3115302407841	22.4268015450946	22.137286990463	23.8951277627648	24.5540325359188	24.4048369080798
YHR076W	24.1340606282055	24.1328073471049	23.932261184139	24.3744078786378	23.881692265189	25.7653673217528	23.5623481362483	25.432327888052
YHR081W	23.5586257617421	22.9597102863708	22.6498307342775	22.3303687631769	22.7459431674589	22.6610239765262	23.6649448131679	24.3416168108575
YHR082C	NA	NA	24.2782887667178	NA	26.21205287738	25.8304173707068	23.9138446129401	25.4542043889174
YHR084W	25.9549412307216	25.2039647263622	25.7182779321731	25.8721897532037	25.6017563614599	25.8596734296018	25.6367873972469	25.4359556812775
YHR085W	NA	25.5763299113984	25.3887994793564	NA	26.5149026633768	NA	25.9637090386388	25.4166193626163
YHR086W	NA	24.8433124817016	24.7733511565389	25.0470995215428	25.368367506205	25.4340321664028	NA	25.3218870270131
YHR087W	22.9287439050448	26.3111082339234	26.1317665764091	29.4831986298754	28.8738572287278	27.9243155803903	24.345280014483	26.9238125481288
YHR088W	24.715459335867	24.5985012995129	26.0646715865746	24.1036844848079	24.0581624510159	24.0446709958044	25.6575251693736	25.3487688869745
YHR089C	28.1270592431702	27.4347748978452	27.6134092706013	27.7130853422284	26.9479304058696	27.8420237802798	28.301231033508	28.0045922178788
YHR094C	24.3696718387195	24.1609232781077	24.2141821705237	23.0613542909625	23.5137661034341	23.9715966218812	26.1834643414945	24.9371961141151
YHR097C	NA	21.7789164986549	22.4571562023256	23.7573586898502	22.6096352540039	NA	22.9167929614918	24.4905517205285
YHR098C	24.4200411653397	23.418856567446	23.9029879378462	23.2391341943847	23.6267082075771	24.3020180144373	23.9526128853359	24.915521441744
YHR099W	21.8743369777574	22.1301691076406	23.8658795388835	22.7588186339722	23.2438415446077	NA	21.5323623098415	23.7558115654178
YHR100C	25.1257894991674	NA	25.3426318888383	25.0928030702815	24.9599927448522	27.0227934449036	24.8546057622887	25.8662625435506
YHR103W	25.7744555826198	25.5126512521118	25.3426348901413	25.5371466070224	25.7088492693522	25.4561475857742	25.3385328730746	26.3636894655541
YHR104W	25.3806577025268	26.387113125598	26.2130285676085	27.6202009896358	26.5406231392678	27.0222343078323	26.0060246536468	26.7321512862367
YHR106W	25.4650437243522	25.5633999174829	25.3809120168803	25.1597894385071	25.3306656205932	26.2166684217504	25.510631615094	26.3067189047814
YHR107C	25.8156848112109	25.5129251817897	26.1225870434398	25.4869594593719	24.8148113644722	25.3086486235497	25.9393729978545	25.931283396221
YHR108W	24.9752593612505	24.6655136957569	24.6297671334662	24.9847350569926	24.3452747077641	24.7929488508445	25.2573592430057	25.8305835103465
YHR111W	24.0679700414543	23.22466808349	23.748347457652	22.9937904370208	22.7842851361471	24.7902071107199	24.3180275529614	24.50438571732
YHR112C	23.4344098702342	NA	22.6288192050711	23.8269947026111	23.3330638282052	22.7105894728655	23.9751816238791	23.1802851488988
YHR113W	24.5427690963199	25.8990447642719	25.1017835990045	25.9759967714837	24.6735819191499	24.8249936106858	24.7979281287357	26.0036165000579
YHR114W	23.3697239785636	24.095313154004	23.0533096165049	23.7652198877216	23.4079471168471	24.6304037071722	23.0982801311302	23.923182007393
YHR115C	NA	26.7300725415242	26.9678711376437	26.5044262451569	NA	26.9421866917229	NA	26.383970922988
YHR116W	NA	NA	NA	NA	NA	25.2372664659211	NA	24.5700264948865
YHR117W	23.3754894816032	23.6421388751551	23.6806016530791	23.5075792318171	23.0370350000638	23.8521602017019	23.3723805434677	24.2909594646159
YHR121W	22.7763357646507	23.7715831760692	23.5482105646352	22.3732366920801	23.337655113214	22.7004682758948	23.3990649933705	23.7222443657418
YHR122W	NA	NA	NA	25.3411857632987	NA	25.8422226911002	NA	26.4069011700399
YHR127W	24.0076138953465	24.883331395668	24.537654955431	24.0760726046548	24.3348494500076	24.2834040418727	24.925085421475	26.3610371825923
YHR128W	28.1190941997104	27.8374067530489	27.6446863822496	27.7513771076338	27.3594783466089	27.8190507507821	28.5720359044279	28.2673031932414
YHR132C	24.9193381561431	25.3585569495962	25.527702227485	25.4587343031719	24.8587317408051	26.1364743777917	25.7026519810856	25.8188222203498
YHR132W-A	22.6339436814545	22.8966574429189	22.529901171961	23.0100952108833	24.7598669326367	24.407797235331	22.673272291615	23.7292196415288
YHR133C	26.0669462740532	26.472433583035	23.2256848695364	NA	NA	26.8579906865431	22.5534638034028	NA
YHR135C	22.915224867259	23.2309718313294	23.3119611572772	22.8342014409033	23.0556303776707	23.4406518169192	24.3815763349288	24.7791305186888
YHR137W	23.3240351628599	23.7910981882185	22.0079105940747	NA	24.6594567039337	26.320202012888	22.5352990719431	22.7392662588179
YHR138C	23.7700340883507	23.6278214531072	23.6632913817101	26.2253037005606	24.9769385124545	25.4146110414657	24.1061598137511	23.7329490174497
YHR139C	26.2912248628293	NA	25.8317984012074	26.746342245285	25.6421073316531	26.0423117445661	NA	25.746848296124
YHR143W-A	27.4146414019738	27.6101418787865	27.3968589475606	27.4821754803945	27.7424331077433	27.6266691933449	28.0667985915231	27.4554674343706
YHR144C	24.0799223224486	NA	23.0372954924013	NA	NA	NA	24.0412879520344	23.6911569026297
YHR146W	25.1832830471996	25.437150758246	25.277990150874	25.3937940961616	25.1947667634426	25.5174594971924	25.0406280100583	25.7612880894378
YHR147C	NA	NA	NA	24.5800250596889	NA	24.3856739841721	NA	24.336304038904
YHR148W	24.3620392841752	24.0089020295027	23.0329988271112	23.5843353133637	23.6160821878324	24.6163176563403	23.8673141206501	24.6013727412492
YHR149C	23.5585849213832	NA	NA	23.4377141027784	23.3695714594186	23.5345116310219	23.4330930883652	NA
YHR158C	22.4689043220465	23.2632961262541	23.5403637540934	23.6573441712902	23.7254799620498	24.6434107277341	22.7418018049107	24.6683755126129
YHR161C	NA	23.5521575002973	NA	NA	24.0111208366438	NA	NA	NA
YHR163W	26.2615687448233	26.6127602785046	26.5896705831372	26.4884621267831	26.6167818155051	26.207364383719	26.6170347291572	27.0464649027714
YHR167W	NA	26.2409770510802	NA	NA	NA	26.1372060006562	NA	25.1902774034765
YHR169W	22.8056816417357	22.9404675633995	23.1522605712468	22.0620283065433	23.2193888270819	20.7749848424421	23.716594683305	23.0122373463095
YHR170W	25.1587182169762	24.3657846694953	24.5483507389095	23.5966907596925	23.483574261761	24.8346666666128	25.1665043767787	24.5625284226983
YHR174W	28.9513207197986	28.1869307445549	29.4437527756407	28.163424364182	29.0682840298989	29.0948691950217	28.9912347138283	28.8493036556572
YHR179W	28.2372481922959	27.3865218430463	28.4838734689389	27.5464373138172	28.4133330139028	29.4364208229978	28.1149127729997	27.8717701212649
YHR183W	27.8656938600003	27.1883458484708	27.9024770182135	26.761629364137	27.1914208800013	27.9941077268882	28.1895043721685	28.1235306821549
YHR186C	24.2219673695958	24.8622696176566	24.4198469146014	24.5525826492635	24.4396805794009	25.5113604800073	24.3229266068151	24.9724600281276
YHR187W	NA	NA	25.5528054579103	25.4938810462675	NA	25.6733032335243	25.5925856713959	25.4274046708394
YHR188C	NA	NA	25.3033104952279	24.3326880202141	24.2224993585966	23.9180998777037	24.3312702726901	24.7811543164639
YHR190W	23.8962609693319	24.3827401315775	25.2212304285425	24.2628173732222	22.9536993287126	24.0451961123635	24.8888433783146	25.0343148453531
YHR191C	NA	NA	24.3118537206914	23.7413165190309	24.5334394126307	23.9230376903694	NA	23.8092931149021
YHR193C	29.5328171773946	29.6965625386254	29.669614294154	29.634511484198	29.4154838705483	29.5417827972026	29.7009526150993	30.1945878896797
YHR196W	25.1293377105183	23.8017251903053	24.8656313722315	23.3794429231777	22.6702272204307	23.6289804953368	24.8297711992571	24.7659352402358
YHR197W	25.0198827106444	24.3353073748876	24.4180525603011	NA	NA	23.5992029470697	24.394222402766	24.1809060029625
YHR198C	NA	24.750094596353	NA	25.0907627348661	NA	23.8544188797611	23.6458126258164	24.0297251785377
YHR199C	23.8288841674968	24.7149990074532	24.4478274601453	24.1864184383622	24.970361805604	26.0044180504367	25.0543079178607	24.6477991748059
YHR200W	26.0963965388046	26.4139148316477	26.0781018098722	26.176782410096	26.0883390748769	26.5782993425187	26.1012193521398	26.3935214500421
YHR201C	24.6415891496179	23.8856907743912	23.6736522140901	23.3818251327225	23.1401133764744	23.3535942173474	24.2855595958105	24.6534888981969
YHR205W	23.9611689610334	23.8692123692074	24.1874421524067	23.8718213016092	22.8685363049593	23.0835359333936	23.9104341451355	24.8618082280845
YHR206W	23.7297274127159	24.2367636188525	23.5325948320797	23.579703796244	24.2424734482778	24.1713801199756	23.8230694115035	23.5598811167739
YHR207C	NA	NA	NA	NA	NA	26.8562019640713	26.5682103571885	26.4409751504608
YHR208W	27.6121802565639	28.5081748677479	27.1802534084208	27.310546852598	28.6853195318098	27.0400384807301	28.3973035866341	27.548965113715
YHR215W	24.3030771760834	NA	25.1563897069951	NA	27.7611438621109	26.5377033355721	25.4538393025277	NA
YHR216W	25.3325724251189	25.1509996339018	23.3160353541309	23.6287766785511	25.5361317458616	26.4918570648945	25.7210997700109	25.9537026085624
YIL002W-A	21.993374477007	23.2051736813006	21.6263014577449	22.061131615618	22.9507532529853	21.8258992944858	23.1155480887001	23.6978480586391
YIL003W	NA	24.753176751366	NA	24.0525412916088	NA	25.3169816606785	25.1952265803424	24.9998740073301
YIL004C	24.6377021775634	24.797978159534	23.9211398955217	NA	24.5734312268045	24.9123606966333	25.5775129352701	25.7606668331863
YIL005W	25.4198824861392	25.4236076324561	25.5911046086824	25.8993882439384	NA	NA	25.2981809757063	25.8799187415771
YIL007C	22.375353457074	22.9328920683647	23.2241604095455	25.6808792097005	23.4113264611732	23.0121566946371	23.1556158258588	22.2401175480747
YIL008W	27.3107177402937	26.7156952646487	28.6523343341676	27.6118800123718	NA	28.3627852570851	27.383428811704	28.3892989396716
YIL010W	23.2763471955975	24.8471277431104	24.8153687475002	24.9598235422457	24.964163610747	25.5745429828979	24.2684021897643	24.6237805885354
YIL014W	NA	24.1736657623418	NA	24.5238646954069	NA	NA	NA	NA
YIL015W	26.6605197499817	25.4609601150246	25.3257911466569	25.8256180126634	25.4690350189489	24.2577042907498	24.8838060086438	27.0875226065304
YIL016W	23.8921073462256	24.0948411115411	24.0656804866737	23.7762563547028	23.9635843930473	23.9584931708852	24.7074821100286	23.4562737467456
YIL020C	23.9559113504089	24.0368315936938	24.4323715500153	23.2853756750255	24.0296331214761	23.7574978522855	24.1224700273901	24.5925499997378
YIL021W	25.2437136872241	25.1518618642786	24.5007835611375	25.0155980192699	24.8270038435381	25.6791159255202	25.4491499392947	25.6684387795795
YIL022W	25.2050643388657	25.4411647573702	25.6700614900311	25.4272469468664	25.3784225164242	25.4975111974684	25.1669804619388	26.176776531163
YIL027C	24.3353444725514	23.9914168891048	23.6789918758801	23.4468980322216	23.8107477613127	24.2417544013935	25.4923100095555	24.7463198045795
YIL030C	NA	NA	25.4722830012244	NA	NA	25.3485567958199	25.5462530990295	25.3413778501655
YIL033C	25.1122242798716	25.7173043832031	25.7865141479924	26.4192696894678	25.8562259782306	26.2225767660072	24.2769853824254	26.5293568388085
YIL034C	24.3955144450103	25.1793303048946	25.3055671680385	25.6476992062759	25.0935172851456	25.8117624118562	24.6854624027874	26.1290169696461
YIL035C	23.4536551511066	22.9945752877094	21.4385703358085	NA	21.7247963159001	22.6578595021397	21.6680387351804	23.2918261782848
YIL036W	23.0193726518413	23.2774231667506	23.5988675575443	23.6484076327108	NA	23.4272672437677	23.1372940819994	23.9836234494822
YIL038C	22.8537557729172	23.0380539718389	23.2629311990378	23.0998670022348	22.8541569254362	22.8494052464544	22.5681494668056	23.9303609486744
YIL039W	23.0705467837273	22.8225503230484	23.641727513701	22.9974019036778	22.8183767033481	23.2238953080522	24.8228546900619	25.026732191264
YIL041W	27.3191351123583	27.9249166231677	28.0845807449979	28.3550127559943	28.0543819346482	28.7970239064005	27.6549240452673	28.4714398862497
YIL043C	25.3979421342942	24.89534213539	25.8202321690852	25.7137311778605	25.4224666354587	26.0570660643597	26.0926848788099	26.4272802029258
YIL044C	24.2855501067423	24.2995657222938	25.2218070173172	24.2478336177834	23.9586590206728	24.1734388232443	23.6655504393968	24.8161636003647
YIL047C	NA	NA	24.9714802447382	NA	NA	24.7689304341795	24.9875518069996	NA
YIL051C	27.4172536671777	27.9614793560349	28.292999878895	27.9197278725134	27.6452669010404	28.1943389119295	27.3116753718079	28.1738501768845
YIL053W	28.7179839545065	28.2555043627556	28.6042118925232	27.8636060814641	29.2624969367656	28.594962187746	28.6559881680888	28.3564643261976
YIL062C	26.0173994005	26.3734090094133	26.5895131553116	26.7984708419818	26.6759425749897	26.8612501574994	26.3255538777874	26.9219003843233
YIL063C	24.5334340053711	24.8329995291475	24.8621014307155	24.7534169088535	23.9164931169346	23.7171800001113	24.5558948032092	25.3691943116846
YIL064W	25.1987986338699	24.3220786014098	25.7314810775644	24.7629350766837	25.1052239781611	25.0149530292846	24.6492150062145	25.3982272235217
YIL065C	24.9041736186926	25.6760666814654	25.6492973063271	26.0322027792775	26.2107271731471	26.352708977875	24.8758458280746	25.732796268582
YIL066C	NA	25.7177953985375	26.2879397227467	NA	NA	NA	NA	NA
YIL068C	27.9309215129822	28.1646528803118	27.6073695181426	27.9274158022012	28.0513010472314	28.1024100911301	27.5428881692841	27.8791601947441
YIL070C	26.101104849251	26.6791522930848	27.6429635717866	27.7231872053451	27.3804726493358	28.4146652359335	26.9962370636587	27.3692056761788
YIL074C	24.8729152487131	25.9811395919896	25.0366305260196	24.8203427101932	25.3226842136805	25.5289298372839	27.3988649484774	25.0003019399638
YIL075C	24.3244949379786	23.9503518707011	24.4044016963508	23.5017728525268	22.6289312239854	24.1112592394052	24.8492071723008	24.1458404460995
YIL076W	25.9926778751936	25.8282523638623	27.2266892177283	26.1058333731921	24.6808236356444	25.7201606283756	25.9193708140545	26.4842953862755
YIL078W	26.8042951747268	26.2847045144868	26.304248431731	25.5605648912837	25.9392593799619	26.4157238559624	26.8059558479908	26.7461944511752
YIL079C	NA	25.1703331501111	25.6325653622362	25.5665761622282	NA	25.1932317296438	25.6151541061684	25.3962532477788
YIL083C	24.1140067823287	24.0479259450444	23.8111024959895	23.4448703513588	23.091843121861	24.088464441691	23.9100856722797	24.3335683078657
YIL084C	26.2333963260917	25.4179951168373	24.9578595112623	26.052592241894	24.8841582791982	26.1335534214874	25.1475175864334	26.2740397887133
YIL087C	NA	NA	NA	25.3520343666352	NA	26.4288431345461	NA	NA
YIL091C	23.5452416610014	21.6592284182648	22.8193356594176	20.3403252437606	20.3871376837724	22.9401020237388	22.0611043031803	22.4941822215183
YIL093C	24.4233955284387	24.9685010022056	24.8572687544034	24.4302335482238	24.3423411254118	25.2429096823752	24.7897183608328	24.7958784455847
YIL094C	26.7628822199854	27.4014656017234	27.0140779993434	26.8245437087088	27.7605101383636	27.2344262958971	27.077601611686	26.6917612988834
YIL098C	27.3175796104101	26.0989316352554	27.4336235139263	27.1319358219522	27.1043014394716	28.136066008607	26.0771331337512	24.8173971982127
YIL103W	25.0180485735692	24.4512793720737	24.7407608469754	NA	NA	24.753899477069	24.317510970093	24.2822109152155
YIL104C	28.0871193309181	26.3926298801401	NA	26.6060720825396	NA	NA	27.2979643182787	NA
YIL105C	23.673282109815	24.2378400031279	24.5315937259526	24.4522650890349	23.6518015877251	24.3370879916548	24.2974719179524	25.5346554633051
YIL106W	NA	22.9905777702313	23.3681949342803	22.924240531026	22.9032688419124	23.5656983086893	23.4380700225051	24.4391946308411
YIL108W	24.0424979662992	24.4402287329225	24.4049190238576	NA	23.8649015613357	24.2422680077785	24.8681952087006	23.8445987285274
YIL109C	24.8086313874308	24.0360289949161	24.4176524997972	23.9509009645534	23.2994242279168	24.7172531488795	24.7687245868739	24.8933191968985
YIL110W	25.3195203608836	24.3728359934943	24.9816021400326	24.1351776668208	24.9448881994986	24.441306562762	25.3043883041515	26.2412624335872
YIL111W	NA	23.8580892940357	NA	25.0537101271244	23.6649719962078	24.1448326552084	NA	23.9779851039341
YIL115C	24.6690708091416	24.9563077708095	23.7740359151475	24.9476482790119	24.2453578363942	25.2625188580337	24.2783960557887	25.665095795647
YIL116W	23.3145744202962	26.8940184910712	24.4102671501588	23.2710127834452	24.2546216256196	23.260966497584	25.8957595583222	23.316496911824
YIL118W	24.8122053147594	24.9991258191195	24.9925398737365	24.3075220794774	23.5556632986648	24.6658611924083	25.1001103136288	25.2448033980795
YIL121W	24.1938300679905	24.9539856270709	25.0081795946284	24.3533918554886	23.9332901897452	25.4430218436202	26.124214922793	21.8040345121803
YIL123W	NA	NA	NA	NA	NA	NA	25.2195797934958	26.1592496819576
YIL124W	26.3115472903654	26.00161245029	26.2038316075769	26.9873427085004	25.3313902394741	26.6166202356214	25.897850569178	26.9497496105161
YIL125W	23.9409669112144	24.3587894625512	23.7851779601613	25.0505482953567	24.9341145051784	26.9360081268444	23.7848877439118	25.0472507776007
YIL126W	22.0651907322659	22.8597121125343	21.3936122425303	22.2824556183955	22.1434229808773	22.4314583430913	22.1615586554292	23.8341392320121
YIL133C	28.4657460510825	27.7491431243377	27.7557695164893	27.8741308616801	27.783613626724	27.7276347630405	27.6020510143547	28.4430962689892
YIL135C	22.2075374221473	22.7235374501977	22.6867929997682	23.4766603252401	22.9426686587105	23.3410243424078	23.0406623228188	23.4893989082436
YIL136W	21.1064575373085	22.8192293398525	20.8647739847751	26.4580772391614	23.9593138536331	24.6826323911294	20.8042990839077	22.3983772714998
YIL137C	23.885442938324	24.1394323535441	24.1175722332885	23.3539185737113	23.3069303130475	24.8340068412955	24.3046535479279	24.6533825528229
YIL138C	24.7743829277386	25.0937321267398	24.9155489588695	25.1687877076041	24.9957464054156	24.7976914130109	25.1218977993789	25.5351581460668
YIL140W	23.3998541532825	23.2476436664737	23.9660834532361	23.8262166877253	NA	23.5835964187593	NA	23.8515026929553
YIL142W	27.5287653336665	27.3341173565685	27.3807226365991	27.0481710889972	27.0502011328062	27.4031323469447	27.2499737993957	28.0763857322453
YIL144W	NA	NA	NA	NA	31.7295253146477	NA	NA	31.6811590954044
YIL145C	24.4369348802596	23.856425547229	24.2601058338021	24.2678651070941	24.0888318214218	24.9951771124678	24.2956831629467	25.1561815812856
YIL149C	21.2738227294609	21.5106274569343	21.6914918641728	22.2715905009476	21.9904209968273	22.4857202472447	21.0594888554632	22.7858440651939
YIL154C	NA	24.8661953542592	25.1653976828088	24.7437977638455	25.2151240924995	26.0252346907158	24.8972966662224	25.6884005688682
YIL155C	21.8292552723989	22.7997738075867	21.8108759911287	24.916621954182	23.8551041370485	24.6014264855873	22.5776623813498	22.5287192570249
YIL156W-B	NA	NA	NA	NA	25.8235141295567	26.6646228840131	NA	NA
YIL157C	NA	25.7926690566541	NA	25.1010327008339	25.5069020641471	26.2081166943148	24.8051155252459	25.8653558118087
YIL160C	NA	NA	NA	25.5594354884728	24.9892364893675	24.5620561977262	NA	NA
YIL161W	NA	NA	22.2678816131677	NA	NA	22.5171779552981	22.6525491067313	NA
YIL162W	23.6183199807435	24.4208923675383	24.3156426568093	25.1569988932909	24.149396499937	25.7587971650609	23.794894458546	24.9479878281266
YIL169C	NA	NA	NA	NA	27.2111035790818	25.4628642116254	NA	NA
YIR001C	24.1409342435856	24.513044019385	23.6448035596996	23.7839082518917	24.0615563929234	23.8310250158148	24.1952058995287	25.4602632670486
YIR003W	22.1757798044598	22.8744389181345	23.28685822745	23.9703124525272	23.4616758321336	23.7961694036617	22.6076991260484	23.6872360140886
